,angle,torque,diff
0,0.0,1.0,9.999999999999998
1,0.02,1.2,9.999999999999998
2,0.03,1.3,10.00000000000001
3,0.05,1.3,0.0
4,0.06,1.4,9.999999999999991
5,0.06,1.4,0.0
6,0.06,1.5,10.000000000000009
7,0.06,1.5,0.0
8,0.05,1.6,-10.000000000000014
9,0.04,1.6,-0.0
10,0.03,1.6,-0.0
11,0.0,1.7,-3.333333333333329
12,0.02,1.7,0.0
13,0.05,1.8,3.333333333333336
14,0.2,2.1,2.0
15,0.23,2.1,0.0
16,0.27,2.1,0.0
17,0.29,2.1,0.0
18,0.33,2.2,2.5
19,0.35,2.2,0.0
20,0.38,2.2,0.0
21,0.39,2.2,0.0
22,0.4,2.3,9.999999999999956
23,0.41,2.3,0.0
24,0.43,2.3,0.0
25,0.43,2.3,0.0
26,0.43,2.3,0.0
27,0.43,2.3,0.0
28,0.43,2.3,0.0
29,0.43,2.3,0.0
30,0.43,2.4,10.000000000000009
31,0.43,2.4,0.0
32,0.43,2.4,0.0
33,0.44,2.4,0.0
34,0.44,2.4,0.0
35,0.45,2.5,10.0
36,0.46,2.5,0.0
37,0.49,2.5,0.0
38,0.5,2.5,0.0
39,0.53,2.6,3.3333333333333335
40,0.55,2.6,0.0
41,0.57,2.6,0.0
42,0.6,2.6,0.0
43,0.61,2.6,0.0
44,0.65,2.6,0.0
45,0.67,2.6,0.0
46,0.7,2.6,0.0
47,0.76,2.6,0.0
48,0.79,2.6,0.0
49,0.83,2.6,0.0
50,0.87,2.6,0.0
51,0.89,2.6,0.0
52,0.9,2.6,0.0
53,0.94,2.6,0.0
54,0.99,2.7,2.0
55,1.0,2.7,0.0
56,1.04,2.7,0.0
57,1.08,2.7,0.0
58,1.1,2.7,0.0
59,1.16,2.7,0.0
60,1.21,2.8,1.9999999999999911
61,1.25,2.8,0.0
62,1.3,2.8,0.0
63,1.35,2.8,0.0
64,1.37,2.8,0.0
65,1.39,2.8,0.0
66,1.44,2.8,0.0
67,1.48,2.8,0.0
68,1.54,2.9,1.6666666666666667
69,1.6,2.9,0.0
70,1.61,2.9,0.0
71,1.63,2.9,0.0
72,1.67,2.9,0.0
73,1.68,2.9,0.0
74,1.71,2.9,0.0
75,1.72,2.9,0.0
76,1.74,2.9,0.0
77,1.77,2.9,0.0
78,1.78,2.9,0.0
79,1.8,3.0,5.0
80,1.81,3.0,0.0
81,1.84,3.0,0.0
82,1.85,3.1,10.0
83,1.88,3.1,0.0
84,1.9,3.1,0.0
85,1.93,3.1,0.0
86,1.97,3.1,0.0
87,2.0,3.1,0.0
88,2.02,3.1,0.0
89,2.06,3.1,0.0
90,2.08,3.1,0.0
91,2.12,3.1,0.0
92,2.2,3.2,1.25
93,2.22,3.2,0.0
94,2.27,3.2,0.0
95,2.3,3.2,0.0
96,2.36,3.2,0.0
97,2.4,3.2,0.0
98,2.46,3.2,0.0
99,2.49,3.2,0.0
100,2.54,3.2,0.0
101,2.57,3.2,0.0
102,2.62,3.2,0.0
103,2.65,3.2,0.0
104,2.71,3.2,0.0
105,2.78,3.3,1.4285714285714268
106,2.8,3.2,-4.999999999999978
107,2.87,3.2,0.0
108,2.91,3.2,0.0
109,2.94,3.2,0.0
110,3.0,3.2,0.0
111,3.04,3.2,0.0
112,3.07,3.2,0.0
113,3.1,3.2,0.0
114,3.17,3.3,1.4285714285714268
115,3.19,3.3,0.0
116,3.26,3.3,0.0
117,3.31,3.3,0.0
118,3.38,3.3,0.0
119,3.4,3.3,0.0
120,3.46,3.3,0.0
121,3.5,3.3,0.0
122,3.53,3.3,0.0
123,3.58,3.3,0.0
124,3.65,3.3,0.0
125,3.7,3.3,0.0
126,3.75,3.3,0.0
127,3.82,3.3,0.0
128,3.86,3.3,0.0
129,3.89,3.3,0.0
130,3.93,3.4,2.5
131,3.95,3.4,0.0
132,3.99,3.4,0.0
133,4.01,3.4,0.0
134,4.05,3.4,0.0
135,4.07,3.4,0.0
136,4.13,3.4,0.0
137,4.17,3.4,0.0
138,4.21,3.4,0.0
139,4.25,3.3,-2.5
140,4.29,3.4,2.5
141,4.32,3.3,-3.3333333333333086
142,4.34,3.3,0.0
143,4.38,3.4,2.5
144,4.44,3.4,0.0
145,4.51,3.4,0.0
146,4.55,3.4,0.0
147,4.57,3.4,0.0
148,4.6,3.4,0.0
149,4.64,3.4,0.0
150,4.68,3.4,0.0
151,4.7,3.5,4.999999999999889
152,4.74,3.5,0.0
153,4.81,3.5,0.0
154,4.86,3.5,0.0
155,4.91,3.5,0.0
156,4.96,3.5,0.0
157,4.98,3.6,4.999999999999889
