,angle,torque,diff
0,0.5,3.0,0.0
1,0.6,3.0,0.0
2,0.7,3.1,1.000000000000001
3,0.8,3.1,0.0
4,0.9,3.2,1.000000000000001
5,1.0,3.3,0.9999999999999967
6,1.1,3.3,0.0
7,1.2,3.4,1.0000000000000022
8,1.3,3.4,0.0
9,1.4,3.4,0.0
10,1.6,3.5,0.5
11,1.8,3.5,0.0
12,2.1,3.6,0.3333333333333336
13,2.2,3.7,1.0
14,2.3,3.7,0.0
15,2.5,3.7,0.0
16,2.7,3.8,0.4999999999999978
17,2.8,3.8,0.0
18,3.0,3.8,0.0
19,3.2,3.8,0.0
20,3.3,3.9,1.0000000000000044
21,3.5,3.9,0.0
22,3.7,3.9,0.0
23,3.8,4.0,1.0000000000000044
24,4.0,4.0,0.0
25,4.1,4.0,0.0
26,4.2,4.0,0.0
27,4.4,4.0,0.0
28,4.6,4.1,0.5
29,4.8,4.1,0.0
30,4.9,4.1,0.0
31,5.0,4.1,0.0
32,5.3,4.2,0.3333333333333353
33,5.5,4.2,0.0
34,5.7,4.2,0.0
35,5.9,4.2,0.0
36,6.1,4.2,0.0
37,6.2,4.3,0.9999999999999911
38,6.4,4.3,0.0
39,6.5,4.3,0.0
40,6.6,4.3,0.0
41,6.7,4.3,0.0
42,6.8,4.3,0.0
43,7.0,4.3,0.0
44,7.3,4.3,0.0
45,7.5,4.4,0.5000000000000022
46,7.7,4.4,0.0
47,7.8,4.4,0.0
48,8.0,4.4,0.0
49,8.2,4.4,0.0
50,8.3,4.4,0.0
51,8.4,4.4,0.0
52,8.6,4.4,0.0
53,8.7,4.4,0.0
54,8.9,4.4,0.0
55,9.1,4.4,0.0
56,9.3,4.4,0.0
57,9.4,4.5,1.0
58,9.5,4.5,0.0
59,9.7,4.5,0.0
60,9.9,4.5,0.0
61,10.0,4.5,0.0
62,10.1,4.5,0.0
63,10.3,4.5,0.0
64,10.5,4.5,0.0
65,10.6,4.6,1.0
66,10.8,4.6,0.0
67,10.9,4.6,0.0
68,11.0,4.6,0.0
69,11.2,4.6,0.0
70,11.3,4.6,0.0
71,11.5,4.7,0.5000000000000044
72,11.6,4.7,0.0
73,11.8,4.7,0.0
74,12.0,4.7,0.0
75,12.1,4.7,0.0
76,12.2,4.7,0.0
77,12.4,4.7,0.0
78,12.6,4.7,0.0
79,12.8,4.7,0.0
80,13.0,4.8,0.5
81,13.1,4.8,0.0
82,13.3,4.8,0.0
83,13.4,4.8,0.0
84,13.6,4.8,0.0
85,13.7,4.8,0.0
86,13.9,4.8,0.0
87,14.0,4.8,0.0
88,14.2,4.9,0.5000000000000044
89,14.4,4.8,-0.5
90,14.6,4.8,0.0
91,14.7,4.8,0.0
92,14.8,4.8,0.0
93,15.0,4.8,0.0
94,15.1,4.8,0.0
95,15.4,4.8,0.0
96,15.5,4.8,0.0
97,15.7,4.8,0.0
98,16.0,4.8,0.0
99,16.2,4.8,0.0
100,16.4,4.8,0.0
101,16.5,4.7,-0.9999999999999822
102,16.6,4.7,0.0
103,16.7,4.7,0.0
104,16.9,4.7,0.0
105,17.1,4.7,0.0
106,17.3,4.8,0.5
107,17.6,4.8,0.0
108,17.7,4.8,0.0
109,17.8,4.9,0.9999999999999911
110,17.9,4.9,0.0
111,18.0,4.9,0.0
112,18.1,4.9,0.0
113,18.2,4.9,0.0
114,18.3,4.9,0.0
115,18.4,4.9,0.0
116,18.5,4.9,0.0
117,18.6,4.9,0.0
118,18.7,4.7,-2.0000000000000444
