,angle,torque,diff
0,0.1,2.6,1.0000000000000009
1,0.2,2.7,1.0000000000000009
2,0.3,2.8,0.9999999999999967
3,0.4,2.9,1.0000000000000004
4,0.5,2.9,0.0
5,0.6,3.0,1.000000000000001
6,0.7,3.0,0.0
7,0.8,3.1,1.0
8,0.9,3.1,0.0
9,1.0,3.1,0.0
10,1.1,3.1,0.0
11,1.3,3.2,0.5000000000000006
12,1.4,3.3,0.9999999999999978
13,1.5,3.3,0.0
14,1.7,3.4,0.5000000000000006
15,1.8,3.5,1.0
16,1.9,3.5,0.0
17,2.0,3.5,0.0
18,2.1,3.6,1.0
19,2.2,3.6,0.0
20,2.4,3.6,0.0
21,2.5,3.6,0.0
22,2.6,3.6,0.0
23,2.8,3.6,0.0
24,3.0,3.7,0.5
25,3.1,3.7,0.0
26,3.3,3.8,0.4999999999999989
27,3.4,3.8,0.0
28,3.5,3.8,0.0
29,3.7,3.9,0.5
30,3.8,3.9,0.0
31,4.0,3.9,0.0
32,4.1,3.9,0.0
33,4.2,4.0,0.9999999999999956
34,4.3,4.0,0.0
35,4.4,4.0,0.0
36,4.5,4.0,0.0
37,4.7,4.0,0.0
38,4.8,4.0,0.0
39,4.9,4.0,0.0
40,5.1,4.1,0.5
41,5.3,4.1,0.0
42,5.4,4.1,0.0
43,5.6,4.1,0.0
44,5.7,4.1,0.0
45,5.8,4.1,0.0
46,5.9,4.1,0.0
47,6.1,4.1,0.0
48,6.2,4.1,0.0
49,6.3,4.1,0.0
50,6.4,4.1,0.0
51,6.6,4.1,0.0
52,6.8,4.1,0.0
53,6.9,4.1,0.0
54,7.0,4.1,0.0
55,7.1,4.1,0.0
56,7.2,4.1,0.0
57,7.3,4.1,0.0
58,7.4,4.1,0.0
59,7.5,4.1,0.0
60,7.6,4.1,0.0
61,7.7,4.1,0.0
62,7.8,4.1,0.0
63,7.9,4.1,0.0
64,8.0,4.1,0.0
65,8.1,4.0,-1.0
66,8.3,4.0,0.0
67,8.4,4.0,0.0
68,8.5,4.0,0.0
69,8.7,4.0,0.0
70,8.8,4.0,0.0
71,9.0,4.0,0.0
72,9.2,4.0,0.0
73,9.3,3.9,-0.9999999999999867
74,9.4,3.9,0.0
75,9.5,3.8,-1.0000000000000044
76,9.6,3.8,0.0
77,9.7,3.8,0.0
78,9.8,3.6,-1.999999999999969
79,9.9,3.5,-1.0000000000000044
