,angle,torque,diff
0,0.3,2.2,0.0
1,0.4,2.2,0.0
2,0.6,2.2,0.0
3,0.7,2.3,0.9999999999999967
4,0.8,2.3,0.0
5,0.9,2.3,0.0
6,1.0,2.4,1.000000000000001
7,1.5,2.5,0.20000000000000018
8,1.6,2.6,1.0
9,1.7,2.6,0.0
10,1.8,2.6,0.0
11,1.9,2.7,1.0000000000000022
12,2.0,2.7,0.0
13,2.1,2.8,0.9999999999999956
14,2.2,2.9,1.0
15,2.3,2.9,0.0
16,2.4,3.0,1.0
17,2.5,3.0,0.0
18,2.6,3.1,1.0
19,2.7,3.2,1.0
20,2.8,3.2,0.0
21,2.9,3.4,1.9999999999999956
22,3.0,3.4,0.0
23,3.1,3.5,1.0
24,3.2,3.6,1.0
25,3.3,3.7,1.0000000000000044
26,3.4,3.8,0.9999999999999956
27,3.5,3.8,0.0
28,3.6,3.8,0.0
29,3.7,3.9,1.0
30,3.8,3.9,0.0
31,3.9,4.0,1.0
32,4.0,4.0,0.0
33,4.1,4.0,0.0
34,4.2,4.0,0.0
35,4.3,4.1,1.0
36,4.4,4.1,0.0
37,4.5,4.2,1.0000000000000089
38,4.6,4.2,0.0
39,4.7,4.3,0.9999999999999911
40,4.8,4.3,0.0
41,4.9,4.4,1.0
42,5.0,4.4,0.0
43,5.1,4.4,0.0
44,5.2,4.5,0.9999999999999911
45,5.3,4.5,0.0
46,5.4,4.6,0.9999999999999911
47,5.5,4.6,0.0
48,5.6,4.6,0.0
49,5.7,4.7,1.0
50,5.8,4.7,0.0
51,5.9,4.7,0.0
52,6.0,4.7,0.0
53,6.1,4.7,0.0
54,6.2,4.7,0.0
55,6.3,4.7,0.0
56,6.4,4.7,0.0
57,6.5,4.7,0.0
58,6.6,4.7,0.0
59,6.7,4.7,0.0
60,6.9,4.7,0.0
61,7.0,4.8,1.0
62,7.1,4.8,0.0
63,7.2,4.8,0.0
64,7.3,4.8,0.0
65,7.4,4.8,0.0
66,7.5,4.8,0.0
67,7.6,4.7,-1.0
68,7.7,4.7,0.0
69,7.9,4.8,0.4999999999999978
70,8.0,4.8,0.0
71,8.1,4.8,0.0
72,8.2,4.8,0.0
73,8.3,4.8,0.0
74,8.4,4.8,0.0
75,8.5,4.8,0.0
76,8.7,4.8,0.0
77,8.8,4.8,0.0
78,8.9,4.8,0.0
79,9.0,4.8,0.0
80,9.1,4.8,0.0
81,9.3,4.8,0.0
82,9.4,4.8,0.0
83,9.5,4.8,0.0
84,9.7,4.8,0.0
85,10.0,4.7,-0.33333333333333137
86,10.2,4.7,0.0
87,10.3,4.8,0.9999999999999822
88,10.5,4.8,0.0
89,10.7,4.8,0.0
90,10.9,4.8,0.0
91,11.1,4.8,0.0
92,11.4,4.8,0.0
93,11.5,4.8,0.0
94,11.6,4.8,0.0
95,11.7,4.8,0.0
96,11.8,4.8,0.0
97,12.0,4.8,0.0
98,12.2,4.8,0.0
99,12.4,4.9,0.5
100,12.5,4.8,-1.0000000000000089
101,12.7,4.8,0.0
102,12.9,4.8,0.0
103,13.0,4.8,0.0
104,13.2,4.8,0.0
105,13.3,4.8,0.0
106,13.4,4.8,0.0
107,13.6,4.8,0.0
108,13.7,4.9,1.0000000000000089
109,13.8,4.8,-0.9999999999999911
110,13.9,4.8,0.0
111,14.0,4.8,0.0
112,14.1,4.8,0.0
113,14.2,4.9,1.0000000000000089
114,14.3,4.9,0.0
115,14.4,4.8,-1.0000000000000089
116,14.5,4.8,0.0
117,14.7,4.8,0.0
118,14.9,4.8,0.0
119,15.1,4.8,0.0
120,15.2,4.8,0.0
121,15.3,4.8,0.0
122,15.4,4.9,1.0000000000000089
123,15.5,4.9,0.0
124,15.6,4.9,0.0
125,15.7,4.9,0.0
126,16.0,4.9,0.0
127,16.3,4.9,0.0
128,16.4,4.9,0.0
129,16.5,4.9,0.0
