,angle,torque,diff
0,1.7,3.7,0.49999999999999833
1,1.9,3.8,0.49999999999999833
2,2.2,3.8,0.0
3,2.4,3.9,0.5000000000000011
4,2.8,3.9,0.0
5,2.9,4.0,1.0
6,3.3,4.0,0.0
7,3.4,4.1,0.9999999999999956
8,3.7,4.1,0.0
9,3.9,4.1,0.0
10,4.2,4.1,0.0
11,4.3,4.1,0.0
12,4.6,4.1,0.0
13,4.7,4.1,0.0
14,5.0,4.2,0.3333333333333353
15,5.3,4.2,0.0
16,5.4,4.2,0.0
17,5.6,4.2,0.0
18,5.7,4.2,0.0
19,6.0,4.2,0.0
20,6.1,4.2,0.0
21,6.3,4.3,0.4999999999999978
22,6.4,4.3,0.0
23,6.6,4.3,0.0
24,6.8,4.4,0.5000000000000022
25,6.9,4.4,0.0
26,7.0,4.4,0.0
27,7.2,4.4,0.0
28,7.3,4.4,0.0
29,7.6,4.5,0.33333333333333237
30,7.7,4.5,0.0
31,7.9,4.4,-0.4999999999999978
32,8.1,4.4,0.0
33,8.3,4.4,0.0
34,8.5,4.4,0.0
35,8.8,4.4,0.0
36,9.0,4.4,0.0
37,9.3,4.4,0.0
38,9.5,4.4,0.0
39,9.8,4.4,0.0
40,10.0,4.4,0.0
41,10.3,4.5,0.33333333333333137
42,10.9,4.5,0.0
43,11.0,4.5,0.0
44,11.4,4.5,0.0
45,11.6,4.5,0.0
46,11.9,4.5,0.0
47,12.1,4.6,0.5
48,12.6,4.6,0.0
49,12.9,4.6,0.0
50,13.1,4.6,0.0
51,13.4,4.6,0.0
52,13.8,4.6,0.0
53,14.0,4.7,0.5000000000000044
54,14.1,4.7,0.0
55,14.5,4.7,0.0
56,14.8,4.7,0.0
57,15.0,4.8,0.5
58,15.1,4.8,0.0
59,15.4,4.8,0.0
60,15.7,4.8,0.0
61,15.8,4.8,0.0
62,16.0,4.9,0.5000000000000044
63,16.2,4.9,0.0
64,16.5,4.9,0.0
65,16.6,4.9,0.0
66,16.7,4.9,0.0
67,16.9,4.9,0.0
68,17.2,5.0,0.33333333333333137
69,17.4,5.0,0.0
70,17.5,5.0,0.0
71,17.7,5.0,0.0
72,17.8,5.0,0.0
73,17.9,5.0,0.0
74,18.1,5.0,0.0
75,18.3,5.0,0.0
76,18.4,5.0,0.0
77,18.7,5.0,0.0
78,18.9,5.0,0.0
79,19.0,4.9,-0.9999999999999822
80,19.2,4.9,0.0
81,19.4,4.9,0.0
82,19.5,4.9,0.0
83,19.7,4.9,0.0
84,19.9,4.9,0.0
85,20.0,4.9,0.0
86,20.2,4.9,0.0
87,20.4,4.9,0.0
88,20.6,4.9,0.0
89,20.7,4.9,0.0
90,20.8,4.8,-0.9999999999999911
91,21.0,4.8,0.0
92,21.1,4.8,0.0
93,21.2,4.9,1.0000000000000266
94,21.3,4.9,0.0
95,21.5,4.9,0.0
96,21.6,4.9,0.0
97,21.7,4.9,0.0
98,21.8,4.9,0.0
99,21.9,4.8,-1.0000000000000266
100,22.1,4.8,0.0
101,22.2,4.8,0.0
102,22.3,4.8,0.0
103,22.5,4.9,0.5000000000000044
104,22.6,4.8,-0.9999999999999911
105,22.7,4.8,0.0
106,22.9,4.8,0.0
107,23.1,4.8,0.0
108,23.3,4.8,0.0
109,23.4,4.7,-1.0000000000000178
110,23.6,4.7,0.0
111,23.7,4.7,0.0
112,23.9,4.7,0.0
113,24.0,4.7,0.0
114,24.2,4.7,0.0
115,24.3,4.7,0.0
116,24.4,4.6,-1.0000000000000266
117,24.5,4.6,0.0
118,24.6,4.6,0.0
119,24.7,4.6,0.0
120,24.8,4.5,-0.9999999999999822
121,25.0,4.5,0.0
122,25.1,4.5,0.0
123,25.3,4.5,0.0
124,25.5,4.4,-0.5
125,25.6,4.4,0.0
126,25.7,4.4,0.0
127,25.8,4.4,0.0
128,26.0,4.3,-0.5000000000000044
129,26.1,4.3,0.0
130,26.3,4.3,0.0
131,26.4,4.3,0.0
132,26.6,4.3,0.0
133,26.7,4.3,0.0
134,26.8,4.3,0.0
135,26.9,4.4,1.0000000000000266
136,27.1,4.4,0.0
137,27.2,4.4,0.0
138,27.3,4.4,0.0
139,27.4,4.4,0.0
140,27.6,4.4,0.0
141,27.8,4.4,0.0
142,28.0,4.3,-0.5000000000000044
143,28.1,4.3,0.0
144,28.2,4.3,0.0
145,28.3,4.2,-0.9999999999999822
146,28.5,4.3,0.5
147,28.6,4.3,0.0
148,28.8,4.2,-0.5
149,29.0,4.3,0.5
150,29.3,4.3,0.0
151,29.4,4.3,0.0
152,29.5,4.3,0.0
153,29.6,4.3,0.0
154,29.9,4.3,0.0
155,30.0,4.3,0.0
156,30.2,4.2,-0.5
157,30.3,4.2,0.0
158,30.5,4.2,0.0
159,30.7,4.2,0.0
160,30.9,4.1,-0.5000000000000044
161,31.1,4.0,-0.4999999999999911
162,31.2,3.9,-1.0000000000000222
163,31.3,3.8,-0.9999999999999867
164,31.4,3.6,-2.00000000000004
