,angle,torque,diff
0,310.1,2.4,-3.500000000000199
1,310.7,0.3,-3.500000000000199
2,311.7,0.3,0.0
3,312.2,0.3,0.0
4,313.1,0.2,-0.11111111111110687
5,314.4,0.2,0.0
6,314.8,0.2,0.0
7,315.4,0.2,0.0
8,315.7,0.2,0.0
9,316.2,0.2,0.0
10,316.4,0.3,0.5000000000000283
11,316.8,0.3,0.0
12,317.2,0.3,0.0
13,317.3,0.3,0.0
14,317.5,0.3,0.0
15,317.6,0.3,0.0
16,317.7,0.3,0.0
17,317.9,0.3,0.0
18,318.0,0.3,0.0
19,318.1,0.4,0.999999999999773
20,318.3,0.4,0.0
21,318.4,0.4,0.0
22,318.5,0.4,0.0
23,318.6,0.4,0.0
24,318.7,0.4,0.0
25,318.8,0.4,0.0
