,angle,torque,diff
0,9.63,32.8,0.34090909090909177
1,11.39,33.4,0.34090909090909177
2,13.96,33.9,0.19455252918287935
3,16.69,34.6,0.2564102564102574
4,19.58,35.4,0.2768166089965391
5,22.66,36.1,0.22727272727272807
6,25.82,37.4,0.4113924050632902
7,29.04,38.5,0.3416149068322987
8,45.28,43.4,0.30172413793103436
9,49.28,44.8,0.34999999999999964
10,51.74,45.4,0.24390243902439074
11,54.29,46.0,0.23529411764705965
12,57.77,47.1,0.31609195402298856
13,61.35,48.5,0.3910614525139663
14,64.15,49.5,0.3571428571428566
15,68.97,50.9,0.29045643153526984
16,71.9,52.2,0.443686006825939
17,75.84,53.7,0.38071065989847735
18,79.77,55.1,0.35623409669211226
19,83.79,56.3,0.29850746268656536
20,87.9,58.0,0.4136253041362538
21,92.1,59.3,0.3095238095238097
22,97.37,61.5,0.41745730550284604
23,100.5,62.5,0.3194888178913743
24,104.7,64.3,0.4285714285714276
25,107.9,66.1,0.5624999999999987
26,112.1,67.5,0.3333333333333356
27,117.3,69.3,0.3461538461538454
28,120.4,70.8,0.48387096774193417
29,124.5,72.0,0.2926829268292694
30,128.6,73.1,0.26829268292682823
31,132.6,74.5,0.3500000000000014
32,136.6,75.8,0.3249999999999993
33,140.4,78.0,0.5789473684210517
34,145.1,80.3,0.48936170212766017
35,147.7,82.0,0.6538461538461564
36,151.0,83.9,0.5757575757575755
37,153.3,84.9,0.43478260869565005
38,156.2,86.4,0.5172413793103489
39,158.8,88.0,0.6153846153846079
40,161.1,89.5,0.652173913043483
41,163.6,91.4,0.7600000000000022
42,164.9,92.2,0.6153846153846079
43,166.7,93.4,0.6666666666666745
44,168.2,94.1,0.46666666666665907
45,169.7,95.2,0.733333333333339
46,170.0,95.7,1.6666666666666035
47,170.3,95.1,-1.9999999999999527
