,angle,torque,diff
0,0.1,6.8,-5.9999999999999964
1,0.2,6.2,-5.9999999999999964
2,0.3,5.3,-9.000000000000005
3,0.4,4.6,-6.999999999999999
4,0.5,4.0,-5.999999999999997
5,0.7,17.0,65.00000000000001
6,0.8,19.1,20.999999999999996
7,0.9,20.3,11.999999999999995
8,1.0,22.9,25.999999999999986
9,1.1,24.1,12.000000000000018
10,1.2,26.4,23.000000000000004
11,1.3,28.4,19.999999999999982
12,1.4,29.6,12.000000000000044
13,1.5,31.9,22.99999999999995
14,1.6,34.1,22.000000000000007
15,1.7,36.0,19.00000000000001
16,1.8,37.9,18.999999999999968
17,1.9,42.3,44.00000000000004
18,2.0,46.1,38.00000000000001
19,2.1,48.1,19.999999999999982
20,2.2,4.4,-436.99999999999966
21,2.3,3.9,-5.000000000000022
22,2.4,3.8,-1.0
23,2.5,3.4,-3.9999999999999956
24,2.6,3.8,3.9999999999999956
25,2.7,3.3,-4.999999999999996
26,2.8,3.0,-3.000000000000009
27,2.9,3.4,3.9999999999999956
28,3.0,3.0,-3.9999999999999956
29,3.1,2.5,-4.999999999999996
30,3.2,2.3,-2.0
31,3.3,2.4,1.0000000000000044
32,3.4,2.3,-1.0
33,3.5,2.0,-2.9999999999999956
34,4.1,1.6,-0.666666666666667
35,4.3,2.6,4.999999999999996
36,4.4,2.6,0.0
37,4.5,2.6,0.0
