,angle,torque,diff
0,0.8,27.0,3.000000000000008
1,0.9,27.3,3.000000000000008
2,1.0,27.7,3.9999999999999867
3,1.2,28.0,1.500000000000004
4,1.3,28.3,3.0000000000000044
5,1.4,28.7,3.999999999999991
6,1.5,29.0,3.0000000000000044
7,1.6,29.3,3.0000000000000044
8,1.7,29.9,5.999999999999987
9,1.8,30.2,3.0000000000000044
10,1.9,30.4,1.9999999999999956
11,2.4,31.9,3.0
12,2.6,32.2,1.50000000000002
13,2.8,32.6,1.9999999999999956
14,2.9,32.9,2.999999999999969
15,3.0,33.3,3.9999999999999822
16,3.1,33.5,2.0000000000000266
17,3.2,34.3,7.9999999999999645
18,3.3,34.5,2.0000000000000355
19,3.4,35.1,6.000000000000009
20,3.5,35.5,3.9999999999999822
21,3.6,35.8,2.999999999999969
22,3.7,36.5,7.000000000000022
23,3.8,36.6,1.0000000000000178
24,3.9,37.0,3.9999999999999822
25,4.0,37.4,3.9999999999999822
26,4.1,38.0,6.0000000000000355
27,4.2,38.3,2.9999999999999556
28,4.3,38.6,3.0000000000000533
29,4.4,38.8,1.9999999999999467
30,4.5,39.0,2.0000000000000355
31,4.7,39.3,1.4999999999999845
32,4.8,39.7,4.000000000000071
33,4.9,39.9,1.9999999999999467
34,5.0,40.4,5.000000000000018
35,5.1,41.2,8.000000000000071
36,5.2,41.6,3.9999999999999645
37,5.3,42.0,4.0
38,5.4,42.5,4.999999999999973
39,5.5,43.4,9.000000000000018
40,5.6,44.8,14.000000000000036
41,5.7,44.7,-0.9999999999999378
42,5.9,44.2,-2.499999999999998
43,6.1,43.7,-2.500000000000009
44,6.2,43.7,0.0
45,6.4,43.9,0.9999999999999778
46,6.5,44.1,2.0000000000000355
47,6.8,44.8,2.3333333333333206
48,6.9,45.2,4.0000000000000355
49,7.0,45.5,2.9999999999999822
50,7.1,46.0,5.000000000000018
51,7.3,46.7,3.500000000000011
52,7.4,47.0,2.9999999999999556
53,7.6,47.4,2.0
54,7.7,47.8,3.9999999999999645
55,8.1,48.1,0.7500000000000117
56,8.3,48.4,1.4999999999999778
57,8.6,49.0,2.000000000000012
58,8.7,49.5,5.000000000000018
59,8.8,49.9,3.999999999999929
60,8.9,50.5,6.0000000000000355
61,9.1,51.0,2.500000000000009
62,9.2,51.4,4.0
63,9.3,52.1,6.999999999999929
64,9.4,52.4,2.9999999999999822
65,9.5,52.8,4.0
66,9.6,53.3,5.000000000000018
67,9.8,53.5,1.0000000000000089
68,10.0,53.7,1.0000000000000178
69,10.2,54.1,2.0
70,10.4,54.3,0.9999999999999734
71,10.6,54.6,1.5000000000000266
72,10.8,54.9,1.4999999999999778
73,11.0,55.4,2.500000000000009
74,11.3,56.3,2.999999999999988
75,11.5,56.7,2.0000000000000355
76,11.8,57.2,1.6666666666666627
77,11.9,57.6,4.0
78,12.1,58.4,4.0
79,12.3,59.2,4.0
80,12.5,60.1,4.500000000000009
81,12.6,60.5,4.0
82,12.7,61.1,6.0000000000000355
83,12.8,61.6,4.999999999999929
84,12.9,62.0,4.0
