,angle,torque,diff
0,20.66,37.0,0.493975903614458
1,28.96,41.1,0.493975903614458
2,30.37,42.1,0.7092198581560283
3,31.91,42.9,0.5194805194805179
4,33.01,43.6,0.6363636363636401
5,33.97,44.6,1.0416666666666659
6,34.79,45.1,0.6097560975609754
7,35.34,46.0,1.6363636363636211
8,36.06,46.5,0.6944444444444455
9,36.75,47.1,0.8695652173913093
10,37.43,47.8,1.0294117647058765
11,38.1,48.2,0.5970149253731413
12,38.78,48.8,0.8823529411764626
13,39.73,49.3,0.5263157894736866
14,40.32,49.6,0.5084745762711907
15,41.39,50.2,0.560747663551403
16,41.86,50.4,0.425531914893609
17,42.84,50.7,0.30612244897959495
18,43.89,51.2,0.4761904761904775
19,45.01,51.6,0.3571428571428567
20,46.2,52.2,0.504201680672268
21,47.42,52.7,0.4098360655737709
22,48.62,53.3,0.49999999999999706
23,49.69,54.0,0.654205607476638
24,50.68,54.9,0.9090909090909058
25,51.74,55.6,0.6603773584905673
26,52.32,56.3,1.2068965517241341
27,53.05,57.1,1.0958904109589147
28,53.56,57.6,0.9803921568627353
29,54.24,58.1,0.7352941176470591
30,55.14,58.9,0.8888888888888872
31,55.75,59.1,0.32786885245902136
32,56.67,59.5,0.43478260869564983
33,57.72,59.8,0.28571428571428376
34,58.87,60.0,0.17391304347826356
35,60.12,60.4,0.31999999999999884
36,61.41,60.9,0.38759689922480645
37,63.06,61.7,0.48484848484848575
38,63.69,62.1,0.6349206349206372
39,65.22,62.8,0.4575163398692779
40,66.07,63.5,0.8235294117647147
41,67.09,64.0,0.49019607843136764
42,67.98,64.7,0.786516853932587
43,68.73,65.6,1.1999999999999886
44,69.42,66.4,1.1594202898550927
45,70.03,67.0,0.9836065573770407
46,70.58,67.5,0.9090909090909138
47,71.14,68.3,1.4285714285714177
48,71.69,68.8,0.9090909090909138
49,72.3,69.4,0.983606557377064
50,72.89,69.6,0.3389830508474364
51,74.18,69.4,-0.1550387596899129
52,75.19,69.1,-0.29702970297031095
53,76.8,69.1,0.0
54,78.65,69.3,0.10810810810810914
55,80.55,69.9,0.31578947368421645
56,82.19,70.6,0.42682926829267587
57,83.51,71.8,0.9090909090909062
