,angle,torque,diff
0,0.2,29.0,23.00000000000001
1,0.3,31.3,23.00000000000001
2,0.4,33.2,19.000000000000014
3,0.5,35.2,20.000000000000004
4,0.6,38.0,27.99999999999998
5,0.7,40.0,20.000000000000004
6,0.8,42.7,27.000000000000004
7,0.9,42.8,0.9999999999999434
8,1.1,41.6,-5.999999999999977
9,1.3,41.8,0.9999999999999789
10,1.5,42.0,1.0000000000000144
11,1.8,42.3,0.9999999999999903
12,2.1,43.0,2.3333333333333424
13,2.2,43.5,4.999999999999996
14,2.3,44.1,6.0000000000000355
15,2.4,46.1,19.999999999999982
16,2.5,46.9,7.9999999999999645
17,2.6,47.7,8.000000000000036
18,2.7,48.1,3.9999999999999822
19,2.8,48.3,1.9999999999999645
20,2.9,49.0,7.000000000000022
21,3.0,49.4,3.9999999999999822
22,3.1,49.8,3.9999999999999822
23,3.2,50.2,4.000000000000053
24,3.3,51.2,10.000000000000036
25,3.4,52.8,15.999999999999929
