,angle,torque,diff
0,1.0,27.1,0.9999999999999967
1,1.2,27.3,0.9999999999999967
2,1.3,27.5,1.9999999999999911
3,1.4,27.7,1.9999999999999956
4,1.6,27.9,0.9999999999999956
5,1.7,28.1,2.000000000000031
6,1.8,28.3,1.9999999999999911
7,1.9,28.5,1.9999999999999956
8,2.0,28.8,3.0000000000000044
9,2.1,28.9,0.9999999999999778
10,2.2,29.1,2.0000000000000266
11,2.3,29.3,2.0
12,2.4,29.4,0.9999999999999778
13,2.5,29.9,4.999999999999996
14,2.6,30.1,2.0000000000000266
15,2.9,30.4,0.9999999999999911
16,3.1,30.8,2.000000000000009
17,3.3,31.1,1.5000000000000056
18,3.4,31.4,2.999999999999969
19,3.6,31.6,1.0000000000000133
20,3.7,31.9,2.999999999999969
21,3.8,32.0,1.0000000000000178
22,3.9,32.2,2.0000000000000266
23,4.0,32.5,2.999999999999969
24,4.1,32.9,4.0
25,4.2,33.0,1.0000000000000089
26,4.3,33.4,4.0
27,4.4,33.6,2.0000000000000178
28,4.5,33.8,1.9999999999999645
29,4.6,34.1,3.0000000000000533
30,4.8,34.2,0.5000000000000067
31,4.9,34.4,1.9999999999999467
32,5.0,34.8,4.0
33,5.1,34.9,1.0000000000000178
34,5.2,35.1,2.0000000000000178
35,5.3,35.4,2.9999999999999822
36,5.4,35.6,2.0000000000000178
37,5.5,35.9,2.9999999999999822
38,5.6,36.2,3.0000000000000533
39,5.7,36.6,3.9999999999999645
40,5.8,36.7,1.0000000000000178
41,5.9,37.0,2.9999999999999556
42,6.0,37.2,2.0000000000000355
43,6.1,37.6,4.0
44,6.2,37.8,1.9999999999999467
45,6.3,38.1,3.0000000000000533
46,6.4,38.2,1.0000000000000089
47,6.5,38.3,0.9999999999999467
48,6.6,38.4,1.0000000000000178
49,6.7,38.6,2.0000000000000178
50,6.8,38.8,1.9999999999999645
51,6.9,39.0,2.0000000000000178
52,7.0,39.3,2.9999999999999822
53,7.1,39.9,6.0000000000000355
54,7.2,40.2,3.0000000000000266
55,7.3,40.3,0.9999999999999467
56,7.4,40.5,2.0000000000000178
57,7.5,40.6,1.0000000000000178
58,7.6,40.8,1.9999999999999645
59,7.7,40.9,1.0000000000000089
60,7.8,41.1,2.0000000000000355
61,7.9,41.3,1.9999999999999467
62,8.0,41.4,1.0000000000000178
63,8.1,41.8,4.0
64,8.2,42.5,7.000000000000053
65,8.3,43.2,6.999999999999929
66,8.4,43.3,0.9999999999999467
67,8.5,43.3,0.0
68,8.6,43.3,0.0
69,8.7,43.4,1.0000000000000178
70,8.8,43.4,0.0
71,9.0,43.7,1.5000000000000266
72,9.1,43.9,1.9999999999999645
73,9.2,44.1,2.0000000000000355
74,9.3,44.5,3.999999999999929
