,angle,torque,diff
0,7.79,21.3,43.33333333
1,7.82,22.6,43.33333333
2,7.85,23.7,36.66666667
3,7.87,24.5,40
4,7.9,25.7,40
5,7.9,26,30
6,7.9,26.4,40
7,7.91,26.8,40
8,7.91,27.1,30
9,7.93,27.6,25
10,7.94,28.2,60
11,7.96,28.9,35
12,7.98,29.8,45
13,8,30.4,30
14,8.01,31,60
15,8.02,31.3,30
16,8.03,31.8,50
17,8.03,32,20
18,8.04,32.4,40
19,8.05,32.7,30
20,8.06,33.1,40
21,8.06,33.4,30
22,8.06,33.7,30
23,8.06,34,30
24,8.07,34.2,20
25,8.08,34.6,40
26,8.09,34.9,30
27,8.09,35.4,50
28,8.09,35.5,10
29,8.09,35.9,40
30,8.09,36.2,30
31,8.1,36.7,50
32,8.11,37.1,40
33,8.11,37.6,50
34,8.12,37.9,30
35,8.12,38.3,40
36,8.13,38.6,30
37,8.13,38.9,30
38,8.14,39.3,40
39,8.14,39.7,40
40,8.15,40.1,40
41,8.16,40.6,50
42,8.17,41.3,70
43,8.18,41.6,30
44,8.19,42,40
45,8.19,42.3,30
46,8.2,42.7,40
47,8.2,43,30
48,8.2,43.4,40
49,8.21,43.8,40
50,8.22,44.2,40
51,8.23,44.6,40
52,8.23,45,40
53,8.23,45.4,40
54,8.24,45.7,30
55,8.25,46.2,50
56,8.26,46.7,50
57,8.27,47.5,80
58,8.28,47.8,30
59,8.28,48.2,40
60,8.28,48.5,30
61,8.29,48.8,30
62,8.29,49,20
63,8.3,49.5,50
64,8.3,50.1,60
65,8.31,50.4,30
66,8.31,50.8,40
67,8.31,51.1,30
68,8.32,51.5,40
69,8.33,51.9,40
70,8.34,52.5,60
71,8.35,53,50
72,8.36,53.6,60
73,8.37,54.2,60
74,8.37,54.5,30
75,8.37,54.8,30
76,8.38,55.2,40
77,8.38,55.6,40
78,8.38,55.8,20
79,8.38,56.2,40
80,8.38,56.4,20
81,8.39,56.7,30
82,8.39,57,30
83,8.4,57.3,30
84,8.4,57.7,40
85,8.41,58.1,40
86,8.41,58.4,30
87,8.41,58.7,30
88,8.41,59.1,40
89,8.42,59.5,40
90,8.43,60,50
91,8.43,60.4,40
92,8.43,60.9,50
93,8.44,61.2,30
94,8.45,61.7,50
95,8.45,61.9,20
96,8.45,62.1,20
97,8.45,62.2,10
98,8.45,62.4,20
99,8.45,62.6,20
100,8.46,62.8,20
101,8.46,63.2,40
102,8.46,63.7,50
103,8.46,63.9,20
104,8.46,64,10
105,8.46,64.1,10
106,8.46,64.3,20
107,8.47,64.9,60
108,8.47,65.2,30
109,8.47,65.5,30
110,8.47,65.7,20
111,8.48,65.9,20
112,8.49,66.4,50
113,8.49,66.8,40
114,8.49,67,20
115,8.49,67.3,30
116,8.5,67.8,50
117,8.5,68.2,40
118,8.5,68.4,20
119,8.5,68.5,10
120,8.5,68.6,10
121,8.5,69,40
122,8.5,69.4,40
123,8.5,69.6,20
124,8.51,69.7,10
125,8.51,70.1,40
126,8.51,70.3,20
127,8.51,70.6,30
128,8.51,70.8,20
129,8.51,71.2,40
130,8.52,71.6,40
131,8.52,71.9,30
132,8.53,72.4,50
133,8.53,72.8,40
134,8.53,73,20
135,8.53,73.3,30
136,8.54,73.6,30
137,8.55,74.2,60
138,8.56,74.6,40
139,8.56,75.1,50
140,8.56,75.4,30
141,8.56,75.8,40
142,8.56,76,20
143,8.56,76.2,20
144,8.57,76.6,40
145,8.57,76.9,30
146,8.57,77.1,20
147,8.57,77.3,20
148,8.57,77.5,20
149,8.57,77.6,10
150,8.57,77.9,30
151,8.57,78.1,20
152,8.57,78.4,30
153,8.57,78.6,20
154,8.57,78.9,30
155,8.57,79.1,20
156,8.57,79.4,30
157,8.57,79.6,20
158,8.57,79.7,10
159,8.57,79.9,20
160,8.58,80.4,50
161,8.59,80.9,50
162,8.59,81.4,50
163,8.6,81.8,40
164,8.6,82.1,30
165,8.6,82.4,30
166,8.6,82.7,30
167,8.61,83,30
168,8.62,83.8,80
169,8.63,84.3,50
170,8.64,85.2,90
171,8.64,85.5,30
172,8.65,85.7,20
173,8.65,85.9,20
174,8.66,86.3,40
175,8.67,86.6,30
176,8.67,87.1,50
177,8.68,87.9,80
178,8.69,88.3,40
179,8.7,88.7,40
180,8.7,88.9,20
181,8.72,89.7,40
182,8.72,90,30
183,8.73,90.7,70
184,8.74,90.9,20
185,8.74,91.2,30
186,8.74,91.5,30
187,8.75,92,50
188,8.75,91.9,-10
189,8.74,91.7,20
190,8.74,91.5,-20
191,8.75,92,50
192,8.76,92.7,70
193,8.76,93,30
194,8.76,92.9,-10
195,8.76,92.9,0
196,8.76,93.2,30
197,8.76,93.4,20
198,8.76,93.7,30
199,8.77,94,30
200,8.78,94.6,60
201,8.87,85.8,-97.77777778
202,9.09,74.1,-53.18181818
203,9.41,74.5,1.25
204,9.77,75.4,2.5
205,10.12,76.9,4.285714286
206,10.53,79.5,6.341463415
207,10.62,80.3,8.888888889
208,10.7,81.1,10
209,10.66,78.9,55
210,10.6,75,65
211,10.6,71.8,-320
212,10.68,74.8,37.5
213,10.77,82.2,82.22222222
214,10.83,85.7,58.33333333
215,10.88,86.1,8
216,10.92,86.8,17.5
