,angle,torque
0,11.62,10.4
1,11.68,12.3
2,11.75,13.6
3,11.81,15.3
4,11.85,16.2
5,11.88,17.2
6,11.89,17.6
7,11.9,18.0
8,11.92,18.3
9,11.93,18.8
10,11.95,19.3
11,11.98,19.8
12,12.01,20.7
13,12.06,21.9
14,12.08,22.3
15,12.1,23.1
16,12.12,23.7
17,12.13,24.0
18,12.14,24.3
19,12.15,24.5
20,12.16,24.8
21,12.18,25.2
22,12.19,25.6
23,12.22,26.3
24,12.24,26.8
25,12.26,27.5
26,12.28,28.2
27,12.3,28.6
28,12.31,29.2
29,12.33,29.6
30,12.35,30.2
31,12.36,30.6
32,12.38,31.1
33,12.39,31.5
34,12.4,32.0
35,12.42,32.4
36,12.44,33.1
37,12.45,33.4
38,12.46,33.8
39,12.47,34.4
40,12.49,34.7
41,12.5,35.2
42,12.51,35.5
43,12.52,35.9
44,12.53,36.2
45,12.54,36.4
46,12.55,36.8
47,12.56,37.1
48,12.58,37.7
49,12.59,38.3
50,12.61,38.8
51,12.63,39.3
52,12.65,40.0
53,12.66,40.6
54,12.68,41.0
55,12.69,41.6
56,12.71,42.0
57,12.72,42.5
58,12.73,42.8
59,12.75,43.3
60,12.77,43.9
61,12.78,44.3
62,12.79,44.7
63,12.8,45.0
64,12.81,45.4
65,12.83,45.8
66,12.84,46.3
67,12.86,46.7
68,12.87,47.1
69,12.88,47.4
70,12.89,47.9
71,12.91,48.2
72,12.92,48.6
73,12.93,48.9
74,12.93,49.1
75,12.94,49.4
76,12.96,49.8
77,12.97,50.2
78,12.98,50.7
79,12.99,51.0
80,13.0,51.3
81,13.01,51.6
82,13.01,51.8
83,13.03,51.9
84,13.03,52.3
85,13.04,52.6
86,13.05,53.0
87,13.07,53.3
88,13.07,53.6
89,13.09,54.0
90,13.1,54.2
91,13.1,54.5
92,13.11,54.7
93,13.11,54.9
94,13.12,55.2
95,13.13,55.5
96,13.14,55.9
97,13.15,56.3
98,13.17,56.6
99,13.19,57.2
100,13.19,57.3
101,13.19,57.4
102,13.2,57.5
103,13.2,57.8
104,13.21,58.0
105,13.21,58.2
106,13.22,58.4
107,13.23,58.6
108,13.24,58.9
109,13.24,59.1
110,13.24,59.2
111,13.24,59.3
112,13.24,59.5
113,13.25,59.7
114,13.26,59.9
115,13.26,60.2
116,13.27,60.5
117,13.28,60.9
118,13.29,61.2
119,13.3,61.5
120,13.3,61.7
121,13.31,61.9
122,13.32,62.2
123,13.33,62.4
124,13.34,62.9
125,13.35,63.3
126,13.35,63.4
127,13.36,63.6
128,13.37,63.9
129,13.38,64.1
130,13.39,64.4
131,13.4,64.8
132,13.41,65.2
133,13.41,65.4
134,13.42,65.6
135,13.43,65.7
136,13.43,65.9
