,angle,torque
0,6.09,9.5
1,6.08,9.7
2,6.06,10.3
3,6.02,10.9
4,5.99,11.2
5,5.96,11.4
6,5.94,11.5
7,5.92,11.5
8,5.9,11.3
9,5.88,11.2
10,5.87,11.2
11,5.85,11.3
12,5.81,11.4
13,5.79,11.5
14,5.77,11.7
15,5.74,11.8
16,5.71,12.0
17,5.67,12.4
18,5.64,12.9
19,5.61,13.4
20,5.6,13.5
21,5.58,13.7
22,5.57,13.8
23,5.56,13.9
24,5.55,13.9
25,5.55,14.1
26,5.54,14.1
27,5.54,14.2
28,5.53,14.3
29,5.52,14.4
30,5.52,14.6
31,5.51,14.7
32,5.51,14.7
33,5.51,14.7
34,5.5,14.9
35,5.5,15.0
36,5.49,15.0
37,5.49,15.0
38,5.49,15.0
39,5.49,14.9
40,5.48,15.0
41,5.47,15.2
42,5.46,15.4
43,5.45,15.7
44,5.43,16.0
45,5.42,16.6
46,5.4,17.0
47,5.38,17.5
48,5.36,18.0
49,5.36,18.2
50,5.35,18.4
51,5.33,18.7
52,5.31,19.2
53,5.29,19.8
54,5.26,20.4
55,5.24,21.3
56,5.22,21.9
57,5.21,22.4
58,5.21,22.4
59,5.23,21.6
60,5.23,21.0
61,5.24,20.3
62,5.24,19.9
63,5.23,20.2
64,5.22,20.9
65,5.22,21.3
66,5.22,21.3
67,5.22,20.9
68,5.23,20.3
69,5.23,20.1
70,5.23,20.0
71,5.23,19.8
72,5.23,19.7
73,5.23,19.5
74,5.23,19.1
75,5.23,18.4
76,5.23,17.9
77,5.23,17.4
78,5.22,17.3
79,5.21,17.2
80,5.19,17.3
81,5.16,17.7
82,5.12,18.2
83,5.09,19.2
84,5.08,19.4
85,5.06,20.2
86,5.05,20.7
87,5.05,21.3
88,5.05,21.5
89,5.05,21.3
90,5.05,21.3
91,5.04,21.6
92,5.03,22.0
93,5.02,22.6
94,5.01,23.2
95,4.98,23.9
96,4.96,24.7
97,4.94,25.3
98,4.92,26.0
99,4.91,26.4
100,4.9,27.1
101,4.88,27.6
102,4.87,28.2
103,4.86,28.5
104,4.85,28.8
105,4.84,29.1
106,4.82,29.4
107,4.8,30.2
108,4.78,30.9
109,4.77,31.4
110,4.76,31.7
111,4.75,31.9
112,4.74,32.1
113,4.73,32.5
114,4.71,33.2
115,4.7,33.6
116,4.68,34.1
117,4.68,34.3
118,4.67,34.5
119,4.66,34.6
120,4.66,34.7
121,4.65,34.9
122,4.65,35.0
123,4.65,34.9
124,4.65,34.8
125,4.65,34.7
126,4.64,34.9
127,4.63,35.1
128,4.62,35.6
129,4.61,36.0
130,4.61,36.4
131,4.6,36.5
132,4.6,36.6
133,4.59,36.8
134,4.58,37.0
135,4.58,37.2
136,4.57,37.5
137,4.56,37.6
