,angle,torque
0,14.44,15.6
1,14.46,16.3
2,14.5,17.1
3,14.53,17.8
4,14.56,18.9
5,14.6,19.6
6,14.63,20.7
7,14.66,21.4
8,14.68,22.3
9,14.71,22.9
10,14.73,23.8
11,14.75,24.5
12,14.79,25.6
13,14.81,26.4
14,14.83,27.2
15,14.85,28.2
16,14.87,28.8
17,14.89,29.3
18,14.91,29.9
19,14.93,30.7
20,14.94,31.4
21,14.96,32.0
22,14.97,32.7
23,14.99,33.3
24,15.0,33.6
25,15.01,33.9
26,15.02,34.3
27,15.04,34.7
28,15.05,35.3
29,15.07,35.7
30,15.08,36.1
31,15.09,36.5
32,15.1,36.9
33,15.12,37.4
34,15.13,37.8
35,15.14,38.2
36,15.15,38.4
37,15.15,38.3
38,15.15,38.3
39,15.15,38.2
40,15.15,38.0
41,15.15,37.8
42,15.15,37.8
43,15.15,38.0
44,15.16,38.3
45,15.16,38.5
46,15.16,38.5
47,15.16,38.5
48,15.16,38.7
49,15.16,38.7
50,15.16,38.9
51,15.16,39.0
52,15.16,38.9
53,15.16,38.8
54,15.17,38.9
55,15.17,39.0
56,15.18,39.3
57,15.18,39.4
58,15.18,39.3
59,15.18,39.2
60,15.18,39.2
61,15.18,39.3
62,15.19,39.4
63,15.19,39.6
64,15.19,39.8
65,15.2,40.1
66,15.21,40.5
67,15.21,40.7
68,15.22,40.8
69,15.22,40.8
70,15.22,40.7
71,15.22,40.7
72,15.22,40.8
73,15.23,41.2
74,15.24,41.4
75,15.25,41.7
76,15.25,42.0
77,15.26,42.2
78,15.27,42.4
79,15.29,42.6
80,15.3,42.9
81,15.32,43.5
82,15.34,44.0
83,15.37,44.8
84,15.4,45.7
85,15.41,46.2
86,15.43,46.7
87,15.45,47.3
88,15.46,47.7
89,15.48,48.2
90,15.5,48.8
91,15.51,49.2
92,15.52,49.6
93,15.54,50.2
94,15.55,50.6
95,15.57,51.1
96,15.58,51.6
97,15.59,52.1
98,15.61,52.7
99,15.63,53.2
100,15.65,53.9
101,15.66,54.5
102,15.69,55.4
103,15.71,56.0
104,15.72,56.6
105,15.74,57.2
106,15.76,57.8
107,15.77,58.2
108,15.79,58.6
109,15.8,59.1
110,15.81,59.7
111,15.83,60.1
112,15.83,60.4
113,15.84,60.8
114,15.85,61.1
115,15.87,61.6
116,15.88,61.8
117,15.89,62.2
118,15.9,62.6
119,15.97,61.2
120,16.05,59.3
121,16.16,59.3
122,16.25,59.5
123,16.38,59.7
124,16.5,60.1
125,16.6,60.4
126,16.69,60.8
127,16.75,61.0
128,16.79,61.2
129,16.82,61.4
130,16.85,61.8
131,16.87,62.1
132,16.9,62.4
133,16.95,63.4
134,16.98,63.9
135,17.03,64.3
136,17.08,64.6
137,17.14,64.7
138,17.21,65.0
139,17.25,65.2
140,17.31,65.4
141,17.36,65.6
142,17.41,65.9
143,17.45,66.0
144,17.48,66.2
145,17.51,66.5
146,17.54,66.7
147,17.56,66.9
148,17.58,67.1
149,17.6,67.3
150,17.61,67.6
151,17.63,67.9
