,angle,torque
0,20.78,17.1
1,20.69,19.5
2,20.61,21.6
3,20.55,24.5
4,20.49,26.2
5,20.45,28.2
6,20.41,29.3
7,20.38,30.5
8,20.35,31.3
9,20.33,32.0
10,20.31,32.9
11,20.2,36.4
12,20.19,37.2
13,20.09,40.5
14,20.07,41.5
15,20.07,41.5
16,20.05,42.2
17,20.04,42.6
18,20.02,43.2
19,20.01,43.8
20,19.99,44.2
21,19.98,44.9
22,19.96,45.3
23,19.94,46.2
24,19.93,47.0
25,19.91,47.7
26,19.9,48.0
27,19.89,48.3
28,19.88,48.6
29,19.87,49.0
30,19.85,49.7
31,19.84,50.3
32,19.82,51.2
33,19.8,51.9
34,19.78,52.6
35,19.76,53.2
36,19.75,54.0
37,19.73,54.5
38,19.71,55.2
39,19.7,55.6
40,19.69,56.1
41,19.68,56.5
42,19.67,56.8
43,19.66,57.3
44,19.64,57.8
45,19.63,58.2
46,19.62,58.8
47,19.6,59.3
48,19.58,59.9
49,19.57,60.7
50,19.56,61.0
51,19.55,61.2
52,19.55,61.4
53,19.55,61.5
54,19.55,61.6
55,19.54,61.9
56,19.52,62.2
57,19.51,62.6
58,19.5,63.0
59,19.5,63.2
60,19.49,63.5
61,19.49,63.6
62,19.49,63.6
63,19.48,63.7
64,19.47,64.1
65,19.46,64.5
66,19.45,65.0
67,19.45,65.1
68,19.45,65.2
69,19.45,65.4
70,19.45,65.6
71,19.44,66.0
72,19.44,66.1
73,19.43,66.5
74,19.41,67.1
75,19.4,67.7
76,19.39,68.1
77,19.38,68.3
78,19.38,68.7
79,19.37,69.0
80,19.36,69.3
81,19.35,69.5
82,19.34,69.6
83,19.34,69.7
84,19.33,70.0
85,19.32,70.4
86,19.31,70.7
87,19.3,71.0
88,19.3,71.4
89,19.29,71.7
90,19.28,72.1
91,19.27,72.2
92,19.27,72.5
93,19.26,72.7
94,19.25,73.1
95,19.24,73.4
96,19.22,74.0
97,19.21,74.6
98,19.21,74.7
99,19.21,74.9
100,19.2,75.1
101,19.19,75.3
102,19.19,75.4
103,19.18,75.6
104,19.17,75.8
105,19.17,76.1
106,19.16,76.4
107,19.16,76.4
108,19.16,76.3
109,19.16,76.3
110,19.16,76.6
111,19.16,76.9
112,19.15,77.4
113,19.14,77.8
114,19.14,78.0
115,19.13,78.3
116,19.13,78.3
117,19.13,78.3
118,19.12,78.4
119,19.11,78.8
120,19.11,78.9
121,19.11,79.2
122,19.11,79.4
123,19.1,79.7
124,19.1,79.8
125,19.1,79.8
126,19.1,79.6
127,19.1,79.6
128,19.09,79.9
129,19.09,80.1
130,19.09,80.3
131,19.09,80.3
132,19.08,80.3
133,19.08,80.3
134,19.08,80.3
135,19.08,80.6
136,19.07,80.9
137,19.07,81.1
138,19.07,81.2
139,19.07,81.2
140,19.07,81.4
141,19.07,81.5
142,19.06,81.6
143,19.06,81.7
144,19.06,81.7
145,19.06,81.5
146,19.06,81.2
147,19.06,81.5
148,19.05,81.8
149,19.05,82.1
150,19.04,82.2
151,19.04,82.6
152,19.03,82.8
153,19.03,83.0
154,19.03,83.3
155,19.02,83.5
156,19.02,83.7
157,19.02,83.7
158,19.02,83.8
159,19.02,83.9
160,19.01,84.1
161,19.0,84.5
162,19.0,84.7
163,19.0,84.9
164,19.0,84.8
165,19.0,84.8
166,19.0,84.8
167,19.0,85.0
168,19.0,85.2
169,19.0,85.6
170,19.0,85.7
171,19.0,85.8
172,18.99,85.8
173,18.99,86.0
174,18.99,86.3
175,18.98,86.5
176,18.98,86.8
177,18.98,87.1
178,18.97,87.4
179,18.96,87.7
180,18.96,88.0
181,18.95,88.5
182,18.94,88.7
183,18.94,89.1
184,18.93,89.4
185,18.92,89.8
186,18.9,90.3
187,18.89,90.7
188,18.88,91.2
189,18.88,91.4
190,18.87,91.6
191,18.86,91.7
192,18.86,91.8
193,18.86,90.7
194,18.82,88.3
195,18.75,86.9
196,18.66,87.4
197,18.56,87.5
198,18.47,87.7
199,18.37,88.1
200,18.28,88.3
201,18.18,88.9
202,18.14,89.3
203,18.04,89.8
204,17.97,90.2
205,17.93,90.5
206,17.86,91.2
207,17.79,91.8
208,17.69,92.7
209,17.57,93.2
210,17.48,93.5
211,17.36,94.0
212,17.27,94.5
213,17.1,95.0
214,17.01,95.4
215,16.9,95.7
216,16.82,96.0
217,16.76,95.9
218,16.74,95.2
219,16.75,93.9
220,16.78,90.9
221,16.83,88.2
222,16.87,83.6
223,16.91,80.1
224,16.95,77.4
225,16.98,74.2
226,17.02,72.0
227,17.06,69.3
228,17.12,65.9
229,17.15,63.1
230,17.2,61.1
231,17.25,58.3
232,17.29,56.6
233,17.38,53.2
234,17.43,49.9
235,17.51,47.3
236,17.62,42.8
237,17.69,40.9
238,17.79,36.8
239,17.86,34.7
240,17.95,32.5
241,18.04,29.3
242,18.14,27.1
243,18.24,23.9
244,18.31,22.0
245,18.42,19.2
246,18.57,16.9
247,18.67,14.6
248,18.77,12.7
249,18.84,11.1
250,18.97,9.3
251,19.04,8.3
252,19.1,7.2
253,19.17,6.3
254,19.2,5.8
255,19.25,5.3
256,19.29,4.7
257,19.33,4.3
258,19.38,3.8
259,19.4,3.5
260,19.44,3.2
261,19.48,2.8
262,19.53,2.5
263,19.57,2.3
264,19.6,2.1
265,19.61,2.0
266,19.64,1.9
267,19.66,1.8
268,19.67,1.7
269,19.69,1.7
270,19.7,1.6
271,19.71,1.6
272,19.71,1.6
273,19.71,1.6
274,19.71,1.6
275,19.71,1.7
276,19.71,1.6
277,19.71,1.6
278,19.71,1.6
279,19.71,1.6
280,19.71,1.5
281,19.72,1.5
282,19.72,1.5
283,19.72,1.4
284,19.72,1.4
285,19.72,1.4
286,19.72,1.5
287,19.72,1.5
288,19.72,1.5
289,19.72,1.5
290,19.72,1.4
291,19.72,1.4
292,19.72,1.4
293,19.72,1.3
294,19.72,1.3
295,19.72,1.3
296,19.72,1.3
297,19.72,1.3
298,19.72,1.3
299,19.72,1.4
300,19.71,1.4
301,19.72,1.5
302,19.71,1.5
303,19.71,1.6
304,19.71,1.6
305,19.71,1.6
306,19.71,1.6
307,19.71,1.6
308,19.71,1.5
309,19.71,1.5
310,19.71,1.4
311,19.71,1.4
312,19.71,1.4
313,19.71,1.4
314,19.71,1.4
315,19.71,1.4
316,19.72,1.3
317,19.72,1.3
318,19.72,1.3
319,19.72,1.3
320,19.72,1.3
