,angle,torque
0,27.47,9.2
1,27.5,10.3
2,27.42,7.2
3,27.43,7.3
4,27.45,8.1
5,27.48,8.9
6,27.52,10.0
7,27.54,10.6
8,27.55,11.2
9,27.56,11.4
10,27.57,11.7
11,27.58,12.0
12,27.6,12.2
13,27.61,12.7
14,27.63,13.1
15,27.65,13.5
16,27.69,14.2
17,27.72,14.8
18,27.74,15.5
19,27.78,16.3
20,27.81,17.3
21,27.84,18.0
22,27.86,18.8
23,27.89,19.6
24,27.9,20.2
25,27.92,20.7
26,27.95,21.6
27,27.98,22.3
28,28.01,23.1
29,28.04,24.3
30,28.07,25.2
31,28.1,26.3
32,28.13,27.0
33,28.15,27.8
34,28.16,28.2
35,28.18,28.6
36,28.21,29.5
37,28.24,30.8
38,28.26,31.4
39,28.3,32.9
40,28.33,33.7
41,28.38,35.5
42,28.41,36.7
43,28.45,37.8
44,28.49,39.8
45,28.52,40.8
46,28.55,42.0
47,28.58,42.9
48,28.62,44.4
49,28.65,45.8
50,28.69,47.0
51,28.74,48.9
52,28.76,49.8
53,28.79,50.6
54,28.82,51.9
55,28.86,53.3
56,28.9,54.5
57,28.93,56.1
58,28.97,57.2
59,28.99,58.3
60,29.01,59.2
61,29.05,60.3
62,29.07,61.3
63,29.09,62.4
64,29.12,63.5
65,29.15,64.2
66,29.18,65.4
67,29.2,66.1
68,29.22,66.8
69,29.24,67.5
70,29.26,68.1
71,29.28,69.0
72,29.32,70.4
73,29.35,69.1
74,29.47,67.0
75,29.59,66.5
76,29.7,66.8
77,29.85,67.2
78,29.99,68.0
79,30.12,68.6
80,30.19,69.5
81,30.28,70.1
82,30.34,70.7
83,30.37,70.9
84,30.39,71.0
85,30.41,71.4
86,30.45,72.1
87,30.51,73.4
88,30.55,73.9
89,30.62,74.3
90,30.7,74.6
91,30.77,75.0
92,30.86,75.3
93,30.93,75.9
94,31.0,76.3
95,31.06,76.8
96,31.12,77.4
97,31.17,77.8
98,31.21,78.2
99,31.25,78.5
100,31.29,79.0
101,31.35,79.0
102,31.39,78.3
103,31.5,77.8
104,31.57,77.7
105,31.68,77.7
106,31.79,77.8
107,31.9,78.1
108,32.0,78.4
109,32.1,79.1
110,32.16,79.5
111,32.21,80.1
112,32.24,80.4
113,32.26,80.5
114,32.27,80.6
115,32.3,81.0
116,32.33,82.2
117,32.36,82.9
118,32.38,83.2
119,32.4,83.1
120,32.41,82.9
121,32.42,83.1
122,32.44,83.8
123,32.43,83.5
124,32.42,82.3
125,32.4,81.0
126,32.38,78.6
127,32.36,76.5
128,32.34,75.4
129,32.31,73.1
130,32.28,71.3
131,32.26,68.6
132,32.23,66.8
133,32.19,63.8
134,32.15,61.5
135,32.1,57.9
136,32.06,55.4
137,32.0,52.4
138,31.95,48.5
139,31.88,45.8
140,31.8,41.6
141,31.71,38.8
142,31.63,34.9
143,31.54,32.4
144,31.45,28.8
145,31.37,27.0
146,31.28,24.1
147,31.19,22.2
148,31.1,20.0
149,31.0,17.2
150,30.92,15.3
151,30.8,12.7
152,30.69,11.1
153,30.58,9.3
154,30.47,7.3
155,30.36,6.1
156,30.25,4.7
157,30.14,3.9
158,30.0,2.4
159,29.91,1.9
160,29.82,1.3
161,29.65,0.8
162,29.53,0.6
163,29.36,0.4
164,29.18,0.3
165,28.98,0.3
166,28.77,0.3
167,28.57,0.2
168,28.37,0.2
169,28.14,0.2
170,28.0,0.2
171,27.81,0.2
172,27.67,0.2
173,27.48,0.2
174,27.3,0.2
175,27.11,0.1
176,26.91,0.1
177,26.66,0.1
178,26.51,0.1
179,26.31,0.0
180,26.17,0.0
181,25.94,0.0
182,25.79,0.0
183,25.59,0.0
184,25.38,0.0
185,25.18,0.0
186,24.98,0.0
187,24.79,0.1
188,24.6,0.1
189,24.4,0.1
190,24.26,0.1
191,23.98,0.1
192,23.89,0.1
193,23.71,0.1
194,23.53,0.1
195,23.35,0.1
196,19.6,0.0
197,19.26,0.0
198,19.0,0.0
199,18.64,0.1
200,18.37,0.1
201,18.0,0.1
202,17.63,0.1
203,17.25,0.1
204,16.88,0.0
205,16.51,0.0
206,16.15,0.0
207,15.81,0.0
208,15.5,0.0
209,15.21,0.0
210,14.96,0.0
211,14.78,0.1
212,14.56,0.1
213,14.35,0.1
214,14.15,0.2
215,13.97,0.1
216,13.77,0.2
217,13.65,0.2
218,13.46,0.2
219,13.33,0.2
220,13.17,0.2
221,13.01,0.2
222,12.89,0.1
223,12.74,0.2
224,12.6,0.2
225,12.45,0.2
226,12.27,0.1
227,12.16,0.1
228,12.03,0.1
229,11.91,0.1
230,11.79,0.1
231,11.66,0.1
232,11.55,0.1
233,11.41,0.1
234,11.26,0.1
235,11.1,0.2
236,10.91,0.2
237,10.68,0.2
238,10.41,0.2
239,10.11,0.2
240,9.78,0.2
241,9.41,0.2
242,9.11,0.2
243,8.65,0.3
244,8.11,0.3
