,angle,torque
0,20.68,8.7
1,20.67,8.6
2,20.66,8.3
3,20.67,8.0
4,20.69,8.3
5,20.73,9.2
6,20.77,10.1
7,20.82,10.9
8,20.86,11.7
9,20.89,12.5
10,20.9,12.7
11,20.91,12.8
12,20.91,12.7
13,20.91,12.6
14,20.91,12.6
15,20.91,12.8
16,20.93,13.2
17,20.96,13.6
18,20.98,14.0
19,21.02,14.6
20,21.05,15.3
21,21.08,16.2
22,21.1,16.8
23,21.11,17.2
24,21.12,17.4
25,21.13,17.6
26,21.13,17.8
27,21.15,18.0
28,21.16,18.5
29,21.19,18.9
30,21.22,19.7
31,21.24,20.4
32,21.26,20.9
33,21.28,21.4
34,21.29,21.8
35,21.3,22.0
36,21.3,22.1
37,21.31,22.3
38,21.32,22.4
39,21.33,22.8
40,21.34,23.1
41,21.36,23.7
42,21.38,24.1
43,21.39,24.4
44,21.4,24.8
45,21.41,25.0
46,21.42,25.2
47,21.43,25.6
48,21.45,26.0
49,21.46,26.3
50,21.47,26.8
51,21.48,27.2
52,21.5,27.5
53,21.51,27.9
54,21.52,28.1
55,21.53,28.4
56,21.54,28.7
57,21.55,29.0
58,21.56,29.2
59,21.57,29.6
60,21.58,29.9
61,21.59,30.2
62,21.6,30.5
63,21.61,30.8
64,21.62,31.1
65,21.63,31.4
66,21.64,31.8
67,21.66,32.1
68,21.67,32.6
69,21.68,32.9
70,21.69,33.3
71,21.7,33.5
72,21.71,33.8
73,21.72,34.0
74,21.72,34.3
75,21.73,34.6
76,21.74,35.0
77,21.76,35.3
78,21.77,35.8
79,21.78,36.2
80,21.79,36.5
81,21.8,36.8
82,21.8,37.0
83,21.81,37.2
84,21.82,37.4
85,21.83,37.8
86,21.84,38.0
87,21.85,38.3
88,21.86,38.8
89,21.87,39.1
90,21.89,39.7
91,21.9,40.0
92,21.91,40.4
93,21.93,40.8
94,21.94,41.1
95,21.94,41.4
96,21.95,41.6
97,21.96,41.8
98,21.96,42.0
99,21.97,42.2
100,21.97,42.4
101,21.98,42.7
102,21.99,42.9
103,22.0,43.5
104,22.02,44.2
105,22.03,44.5
106,22.05,45.1
107,22.06,45.4
108,22.07,45.8
109,22.07,45.8
110,22.07,46.1
111,22.09,46.3
112,22.09,46.7
113,22.1,47.0
114,22.11,47.2
115,22.12,47.4
116,22.13,47.6
117,22.14,47.8
118,22.15,48.0
119,22.15,48.2
120,22.15,48.4
121,22.16,48.5
122,22.16,48.8
123,22.17,49.0
124,22.18,49.3
125,22.18,49.6
126,22.19,49.9
127,22.21,50.2
128,22.22,50.7
129,22.24,50.3
130,22.26,49.2
131,22.32,48.3
132,22.37,48.2
133,22.46,48.0
134,22.55,48.0
135,22.65,48.3
136,22.74,48.5
137,22.81,48.8
138,22.85,49.0
139,22.88,49.2
140,22.89,49.2
141,22.9,49.1
142,22.9,49.0
143,22.9,49.0
