,angle,torque
0,21.91,18.6
1,21.94,19.5
2,21.96,20.4
3,21.99,20.9
4,22.01,21.6
5,22.04,22.2
6,22.06,22.9
7,22.09,23.6
8,22.13,24.6
9,22.17,25.8
10,22.19,26.6
11,22.21,27.0
12,22.22,27.5
13,22.23,27.7
14,22.25,28.0
15,22.26,28.3
16,22.28,28.8
17,22.3,29.3
18,22.32,29.9
19,22.34,30.5
20,22.36,31.2
21,22.38,31.6
22,22.39,32.3
23,22.41,32.6
24,22.42,33.0
25,22.43,33.3
26,22.45,34.0
27,22.48,34.6
28,22.49,35.2
29,22.51,35.7
30,22.52,36.1
31,22.54,36.7
32,22.55,37.0
33,22.57,37.5
34,22.59,38.2
35,22.6,38.4
36,22.62,39.1
37,22.63,39.5
38,22.65,40.1
39,22.66,40.5
40,22.67,41.0
41,22.68,41.4
42,22.69,41.8
43,22.71,42.2
44,22.72,42.6
45,22.74,43.3
46,22.76,43.8
47,22.77,44.4
48,22.78,44.7
49,22.79,45.1
50,22.8,45.3
51,22.81,45.7
52,22.82,46.0
53,22.84,46.5
54,22.85,46.8
55,22.86,47.2
56,22.87,47.7
57,22.89,48.1
58,22.9,48.5
59,22.9,48.7
60,22.91,48.9
61,22.92,49.2
62,22.92,49.6
63,22.94,50.0
64,22.95,50.2
65,22.96,50.7
66,22.97,50.9
67,22.97,51.3
68,22.99,51.5
69,23.0,51.8
70,23.0,52.0
71,23.01,52.2
72,23.01,52.3
73,23.01,52.4
74,23.02,52.6
75,23.03,52.9
76,23.04,53.2
77,23.05,53.7
78,23.06,54.3
79,23.07,54.7
80,23.08,55.0
81,23.08,55.3
82,23.09,55.4
83,23.09,55.5
84,23.09,55.6
85,23.1,55.8
86,23.11,56.2
87,23.13,56.8
88,23.14,57.2
89,23.15,57.6
90,23.15,57.8
91,23.15,57.8
92,23.15,57.9
93,23.15,57.9
94,23.16,58.1
95,23.17,58.5
96,23.17,58.7
97,23.18,59.0
98,23.18,59.2
99,23.19,59.5
100,23.19,59.6
101,23.19,59.8
102,23.2,59.9
103,23.21,60.2
104,23.22,60.5
105,23.23,60.8
106,23.24,61.4
107,23.25,61.6
108,23.26,61.9
109,23.27,62.2
110,23.29,62.6
111,23.29,62.7
112,23.3,61.8
113,23.36,59.5
114,23.42,57.6
115,23.57,57.4
116,23.67,57.3
117,23.82,57.5
118,23.95,57.8
119,24.09,58.3
120,24.14,58.6
121,24.18,58.7
122,24.18,58.4
123,24.18,57.6
124,24.18,57.4
125,24.19,58.1
126,24.21,59.1
127,24.25,60.5
128,24.29,61.5
129,24.34,61.9
130,24.42,62.1
131,24.47,62.2
132,24.54,62.5
133,24.63,62.9
134,24.71,63.2
135,24.79,63.6
136,24.86,64.1
137,24.95,64.4
138,25.04,65.0
139,25.14,65.4
140,25.24,65.8
141,25.36,66.3
142,25.44,66.7
143,25.53,67.2
144,25.62,67.7
145,25.7,68.1
146,25.75,68.5
147,25.81,68.9
148,25.87,69.4
149,25.94,70.0
150,25.99,70.5
151,26.04,70.9
152,26.1,71.3
153,26.16,71.5
154,26.22,72.0
155,26.26,72.3
156,26.3,72.7
157,26.34,72.9
158,26.38,73.2
159,26.42,73.7
160,26.47,74.1
161,26.5,74.4
162,26.54,74.6
163,26.57,74.9
164,26.61,75.3
165,26.65,75.5
166,26.68,75.7
167,26.72,75.9
168,26.74,76.2
169,26.77,76.4
170,26.79,76.5
171,26.8,76.3
172,26.8,76.2
173,26.82,76.3
174,26.83,76.9
175,26.85,77.8
176,26.87,78.3
177,26.89,78.5
178,26.9,78.7
179,26.91,78.7
180,26.92,78.7
181,26.91,77.5
182,26.87,75.3
183,26.83,72.7
184,26.78,68.6
185,26.74,66.0
186,26.69,62.9
187,26.63,59.2
188,26.55,54.8
189,26.48,49.8
190,26.37,46.0
191,26.23,39.6
192,26.14,37.1
193,25.98,31.7
194,25.84,28.8
195,25.74,26.3
196,25.59,22.7
197,25.44,18.8
198,25.29,16.4
199,25.15,12.9
200,25.05,11.0
201,24.92,9.4
202,24.81,7.6
203,24.69,6.2
204,24.62,5.4
205,24.52,4.5
206,24.46,3.9
207,24.39,3.1
208,24.31,2.5
209,24.26,2.0
210,24.16,1.6
211,24.09,1.3
212,24.01,1.0
213,23.91,0.8
214,23.8,0.5
215,23.73,0.4
216,23.64,0.3
217,23.55,0.3
218,23.47,0.3
219,23.4,0.3
220,23.32,0.3
221,23.25,0.3
222,23.17,0.3
223,23.11,0.3
224,23.05,0.3
225,22.98,0.3
226,22.92,0.3
227,22.87,0.3
228,22.82,0.3
229,22.78,0.3
230,22.73,0.3
231,22.68,0.3
232,22.64,0.3
233,22.6,0.3
234,22.55,0.3
235,22.51,0.3
236,22.47,0.3
237,22.44,0.3
238,22.39,0.3
239,22.38,0.3
240,22.36,0.3
241,22.34,0.3
242,22.32,0.3
243,22.31,0.3
244,22.3,0.3
245,22.28,0.3
246,22.27,0.3
247,22.25,0.3
248,22.24,0.3
249,22.22,0.3
250,22.2,0.3
251,22.18,0.3
252,22.17,0.3
253,22.15,0.3
254,22.13,0.3
255,22.12,0.3
256,22.11,0.3
257,22.1,0.3
258,22.09,0.3
259,22.08,0.3
260,22.08,0.4
261,22.08,0.3
262,22.08,0.3
263,22.07,0.3
264,22.07,0.3
265,22.06,0.4
266,22.06,0.3
267,22.06,0.4
268,22.05,0.4
269,22.04,0.4
270,22.04,0.4
271,22.03,0.4
272,22.03,0.4
273,22.03,0.4
274,22.03,0.4
275,22.03,0.4
276,22.03,0.4
277,22.03,0.4
278,22.03,0.4
279,22.03,0.5
280,22.04,0.5
281,22.04,0.5
282,22.04,0.5
283,22.04,0.5
284,22.04,0.5
285,22.04,0.5
286,22.04,0.5
287,22.04,0.5
288,22.04,0.5
289,22.04,0.5
290,22.04,0.5
291,22.04,0.6
292,22.04,0.6
293,22.04,0.6
294,22.04,0.6
295,22.04,0.6
296,22.04,0.6
297,22.04,0.6
298,22.04,0.6
299,22.05,0.6
300,22.05,0.6
301,22.05,0.6
302,22.05,0.6
303,22.05,0.6
304,22.06,0.6
305,22.07,0.6
306,22.08,0.7
307,22.09,0.7
308,22.1,0.7
309,22.11,0.7
310,22.12,0.7
311,22.13,0.7
312,22.14,0.7
313,22.15,0.7
314,22.15,0.7
315,22.15,0.7
316,22.16,0.7
317,22.16,0.7
318,22.16,0.7
319,22.16,0.7
320,22.16,0.7
321,22.16,0.7
322,22.17,0.7
323,22.17,0.7
324,22.18,0.7
325,22.18,0.8
326,22.19,0.8
327,22.21,0.8
328,23.03,1.1
329,23.04,1.1
330,23.04,1.1
331,23.05,1.1
332,23.14,1.1
333,23.14,1.1
334,23.14,1.1
335,23.19,1.1
336,23.19,1.1
337,23.2,1.1
338,23.21,1.1
339,23.21,1.1
340,23.21,1.1
341,23.21,1.1
342,23.22,1.1
343,23.22,1.1
344,23.22,1.1
345,23.22,1.1
346,23.22,1.1
347,23.22,1.1
348,23.22,1.1
349,23.22,1.1
350,23.22,1.1
351,23.22,1.1
352,23.22,1.1
353,23.22,1.1
354,23.22,1.1
355,23.22,1.1
356,23.23,1.1
357,23.23,1.1
