,angle,torque
0,45.67,10.7
1,45.68,10.9
2,45.7,11.2
3,45.71,11.4
4,45.72,11.8
5,45.74,12.1
6,45.76,12.5
7,45.78,12.8
8,45.79,13.2
9,45.8,13.7
10,45.82,14.0
11,45.83,14.7
12,45.84,15.0
13,45.86,15.7
14,45.87,16.0
15,45.89,16.5
16,45.91,17.0
17,45.93,17.5
18,45.95,18.2
19,45.97,18.6
20,45.98,19.2
21,46.0,19.7
22,46.01,20.2
23,46.03,20.5
24,46.04,21.2
25,46.06,21.7
26,46.08,22.4
27,46.1,22.9
28,46.12,23.6
29,46.14,24.1
30,46.16,24.6
31,46.18,25.2
32,46.19,25.6
33,46.2,26.1
34,46.21,26.4
35,46.23,26.7
36,46.24,27.0
37,46.25,27.5
38,46.26,27.9
39,46.27,28.1
40,46.28,28.4
41,46.3,28.9
42,46.31,29.2
43,46.32,29.6
44,46.34,30.2
45,46.35,30.5
46,46.36,30.8
47,46.37,31.2
48,46.38,31.4
49,46.39,31.9
50,46.41,32.2
51,46.42,32.8
52,46.44,33.5
53,46.45,34.0
54,46.46,34.4
55,46.47,34.8
56,46.48,35.1
57,46.49,35.5
58,46.5,35.6
59,46.51,36.1
60,46.52,36.3
61,46.53,36.9
62,46.54,38.1
63,46.55,38.6
64,46.56,38.9
65,46.57,39.6
66,46.58,40.2
67,46.59,40.4
68,46.6,40.9
69,46.61,41.5
70,46.62,41.7
71,46.63,41.9
72,46.64,42.3
73,46.65,42.5
74,46.66,42.8
75,46.67,43.2
76,46.68,43.8
77,46.69,44.1
78,46.7,44.5
79,46.71,44.9
80,46.72,45.1
81,46.73,45.4
82,46.74,45.7
83,46.75,46.0
84,46.76,46.4
85,46.77,47.0
86,46.78,47.8
87,46.79,48.1
88,46.8,48.3
89,46.81,48.2
90,46.83,47.8
91,46.84,47.0
92,46.88,46.3
93,46.93,45.6
94,46.98,45.5
95,47.05,45.4
96,47.11,45.3
97,47.15,45.4
98,47.19,45.5
99,47.2,45.6
100,47.21,44.8
101,47.22,45.7
102,47.23,46.2
103,47.24,46.8
104,47.25,47.4
105,47.26,48.0
106,47.27,48.4
107,47.28,48.9
108,47.3,49.0
109,47.31,49.0
110,47.33,48.9
111,47.35,48.8
112,47.37,48.7
113,47.42,48.7
114,47.44,48.6
115,47.47,48.6
116,47.5,48.5
117,47.53,48.5
118,47.55,48.7
119,47.56,48.8
120,47.57,48.9
121,47.58,49.0
122,47.59,49.3
123,47.6,49.9
124,47.61,50.3
125,47.62,50.5
126,47.63,50.6
127,47.64,51.1
128,47.65,51.5
129,47.66,52.8
130,47.67,53.5
131,47.68,53.8
132,47.69,53.9
133,47.7,53.7
134,47.71,53.6
135,47.73,53.6
136,47.75,53.5
137,47.76,53.1
138,47.79,52.4
139,47.83,51.6
140,47.88,51.3
141,47.94,51.1
142,47.99,51.0
143,48.05,51.0
144,48.09,51.1
145,48.12,51.2
146,48.14,51.2
147,48.15,51.1
148,48.16,51.2
149,48.17,51.6
150,48.18,52.0
151,48.19,52.7
152,48.2,53.4
153,48.21,53.6
154,48.22,53.9
155,48.23,54.2
156,48.25,54.5
157,48.26,54.7
158,48.27,54.8
159,48.28,55.1
160,48.3,55.3
161,48.31,55.3
162,48.32,55.0
163,48.33,55.1
164,48.34,55.4
165,48.35,55.9
166,48.36,56.0
167,48.37,56.0
168,48.38,55.9
169,48.39,56.0
170,48.4,56.1
171,48.41,56.6
172,48.42,57.2
173,48.43,57.6
174,48.44,58.3
175,48.45,58.8
176,48.46,59.0
177,48.48,59.2
178,48.49,59.1
179,48.52,58.2
180,48.57,56.2
181,48.64,55.3
182,48.71,54.9
183,48.78,54.8
184,48.85,54.7
185,48.91,54.8
186,48.93,54.8
187,48.94,53.4
188,48.95,54.1
189,48.96,54.9
190,48.98,55.9
191,48.99,56.6
