,angle,torque
0,19.19,11.1
1,19.22,11.9
2,19.37,15.3
3,19.39,16.0
4,19.4,16.4
5,19.43,16.9
6,19.46,17.7
7,19.49,18.4
8,19.54,19.8
9,19.57,20.9
10,19.6,22.0
11,19.63,23.0
12,19.66,23.7
13,19.7,24.9
14,19.73,25.8
15,19.77,27.1
16,19.8,28.0
17,19.82,29.0
18,19.85,30.2
19,19.87,30.8
20,19.9,32.1
21,19.93,32.7
22,19.96,34.1
23,19.99,35.0
24,20.02,36.3
25,20.04,37.0
26,20.05,37.5
27,20.07,38.2
28,20.09,38.8
29,20.12,39.6
30,20.13,40.5
31,20.15,41.3
32,20.16,41.8
33,20.18,42.4
34,20.19,42.8
35,20.21,43.3
36,20.23,44.2
37,20.25,44.9
38,20.27,45.8
39,20.29,46.4
40,20.31,47.1
41,20.33,47.9
42,20.34,48.3
43,20.36,49.2
44,20.38,49.7
45,20.4,50.6
46,20.42,50.9
47,20.43,51.5
48,20.45,52.0
49,20.47,52.8
50,20.49,53.6
51,20.51,54.0
52,20.52,54.4
53,20.54,54.9
54,20.57,55.9
55,20.58,56.3
56,20.59,56.8
57,20.6,57.3
58,20.62,57.6
59,20.63,58.0
60,20.64,58.3
61,20.65,58.9
62,20.66,59.3
63,20.68,60.2
64,20.7,60.7
65,20.72,61.6
66,20.74,62.1
67,20.75,62.6
68,20.76,63.2
69,20.77,63.5
70,20.78,64.0
71,20.79,64.3
72,20.8,64.7
73,20.82,65.2
74,20.83,65.7
75,20.85,66.1
76,20.86,66.5
77,20.87,66.9
78,20.88,67.6
79,20.9,68.1
80,20.92,68.6
81,20.93,69.3
82,20.95,69.7
83,20.96,70.5
84,20.97,70.9
85,20.98,71.3
86,20.99,71.6
87,21.01,72.0
88,21.03,72.8
89,21.04,73.4
90,21.05,73.7
91,21.06,73.9
92,21.07,74.0
93,21.08,74.2
94,21.09,74.6
95,21.1,74.6
96,21.11,73.2
97,21.18,71.2
98,21.23,71.2
99,21.34,71.2
100,21.42,71.2
101,21.48,71.2
102,21.54,71.4
103,21.6,71.6
104,21.64,71.9
105,21.67,72.1
106,21.69,72.2
107,21.71,72.4
108,21.73,72.9
109,21.76,73.5
110,21.79,74.0
111,21.82,74.4
112,21.87,74.7
113,21.91,75.0
114,21.96,75.1
115,22.0,75.2
116,22.05,75.4
117,22.09,75.6
118,22.15,75.7
119,22.19,75.8
120,22.23,75.9
121,22.27,76.1
122,22.31,76.4
123,22.36,76.9
124,22.38,76.9
125,22.4,77.0
126,22.43,77.2
127,22.46,77.4
128,22.48,77.9
129,22.51,78.2
130,22.54,78.5
131,22.57,78.8
132,22.59,79.0
133,22.63,79.3
134,22.65,79.5
135,22.67,79.5
136,22.69,79.6
137,22.7,79.7
138,22.72,80.0
139,22.73,80.0
140,22.74,80.0
141,22.75,79.8
