,angle,torque
0,29.52,8.5
1,29.55,8.9
2,29.56,9.2
3,29.58,9.6
4,29.61,10.0
5,29.63,10.3
6,29.66,10.8
7,29.67,11.0
8,29.7,11.3
9,29.72,11.8
10,29.74,12.2
11,29.78,12.8
12,29.81,13.3
13,29.84,14.1
14,29.87,14.7
15,29.9,15.2
16,29.93,16.0
17,29.96,16.6
18,29.99,17.5
19,30.01,18.1
20,30.03,19.0
21,30.05,19.5
22,30.07,20.2
23,30.09,20.6
24,30.11,21.3
25,30.14,22.0
26,30.17,22.7
27,30.2,23.6
28,30.22,24.3
29,30.25,25.2
30,30.26,25.8
31,30.28,26.3
32,30.29,26.7
33,30.3,27.3
34,30.32,27.6
35,30.34,28.3
36,30.36,28.8
37,30.38,29.7
38,30.4,30.1
39,30.41,30.8
40,30.42,31.2
41,30.44,31.7
42,30.45,32.3
43,30.46,32.6
44,30.47,32.7
45,30.49,33.3
46,30.5,33.8
47,30.51,34.2
48,30.52,34.7
49,30.53,35.0
50,30.54,35.2
51,30.55,35.7
52,30.57,36.2
53,30.58,36.6
54,30.59,37.0
55,30.6,37.4
56,30.61,37.7
57,30.62,38.5
58,30.63,38.8
59,30.64,39.1
60,30.65,39.6
61,30.66,40.0
62,30.67,40.3
63,30.68,40.8
64,30.7,41.1
65,30.71,41.8
66,30.72,42.2
67,30.73,42.7
68,30.74,43.1
69,30.75,43.4
70,30.76,43.7
71,30.77,44.1
72,30.78,44.6
73,30.79,45.0
74,30.8,45.6
75,30.82,46.1
76,30.83,46.4
77,30.84,47.0
78,30.85,47.4
79,30.86,47.8
80,30.87,48.2
81,30.88,48.4
82,30.89,49.1
83,30.9,49.5
84,30.91,50.3
85,30.92,50.6
86,30.93,51.1
87,30.94,52.2
88,30.95,53.0
89,30.96,53.8
90,30.97,54.2
91,30.98,55.3
92,30.99,55.9
93,31.0,56.8
94,31.01,57.2
95,31.02,58.7
96,31.03,59.1
97,31.04,59.6
98,31.05,60.1
99,31.06,60.8
100,31.07,61.1
101,31.09,61.9
102,31.11,62.9
103,31.13,63.9
104,31.14,64.6
105,31.15,65.0
106,31.16,65.2
107,31.17,65.8
108,31.18,66.1
109,31.19,66.5
110,31.2,66.7
111,31.21,67.0
112,31.22,67.3
113,31.24,67.7
114,31.26,67.6
115,31.29,67.3
116,31.32,67.2
117,31.36,66.1
118,31.49,62.6
119,31.58,62.4
120,31.72,62.4
121,31.82,62.6
122,31.93,63.1
123,32.03,63.6
124,32.1,64.0
125,32.13,64.5
126,32.15,64.7
127,32.16,64.7
128,32.18,65.4
129,32.19,66.0
130,32.22,67.5
131,32.24,68.1
132,32.26,68.3
133,32.3,68.6
134,32.31,68.7
135,32.34,68.9
136,32.37,69.1
137,32.39,69.2
138,32.42,69.4
139,32.43,69.5
140,32.46,69.9
141,32.47,70.2
142,32.49,70.6
143,32.51,70.8
144,32.52,70.9
145,32.55,71.5
146,32.58,72.2
147,32.61,72.3
148,32.65,71.8
149,32.68,71.5
150,32.73,71.4
151,32.78,71.4
152,32.86,71.4
153,32.9,71.4
154,32.96,71.5
155,33.0,71.6
156,33.03,71.8
157,33.05,72.0
158,33.08,72.6
159,33.09,73.1
160,33.11,73.4
161,33.12,73.3
162,33.13,73.9
163,33.15,74.8
164,33.18,75.6
165,33.19,75.8
166,33.2,75.4
167,33.22,75.8
168,33.23,76.6
169,33.24,76.9
