,angle,torque
0,41.87,8.5
1,41.89,8.7
2,41.91,9.1
3,41.93,9.3
4,41.97,9.8
5,41.99,10.1
6,42.02,10.4
7,42.04,10.7
8,42.06,11.0
9,42.08,11.4
10,42.11,11.7
11,42.21,13.6
12,42.23,13.9
13,42.24,14.3
14,42.25,14.4
15,42.27,14.7
16,42.28,14.8
17,42.29,15.2
18,42.31,15.4
19,42.32,15.6
20,42.34,16.2
21,42.35,16.4
22,42.37,16.8
23,42.38,17.0
24,42.4,17.3
25,42.41,17.6
26,42.42,18.0
27,42.43,18.2
28,42.45,18.5
29,42.46,18.9
30,42.48,19.2
31,42.5,19.7
32,42.52,20.1
33,42.55,20.9
34,42.57,21.5
35,42.6,22.0
36,42.63,22.8
37,42.65,23.4
38,42.68,24.3
39,42.71,24.9
40,42.74,25.8
41,42.77,26.4
42,42.8,27.3
43,42.82,27.8
44,42.85,28.6
45,42.87,29.1
46,42.9,29.5
47,42.93,29.0
48,42.98,28.5
49,43.05,28.2
50,43.18,28.3
51,43.25,28.4
52,43.35,28.7
53,43.45,28.9
54,43.54,29.3
55,43.62,29.6
56,43.69,30.0
57,43.75,30.2
58,43.8,30.5
59,43.84,30.8
60,43.88,31.0
61,43.9,31.3
62,43.93,31.5
63,43.98,32.0
64,44.02,32.2
65,44.06,32.4
66,44.1,32.6
67,44.13,32.7
68,44.16,32.9
69,44.2,33.0
70,44.21,33.0
71,44.22,32.9
72,44.23,32.7
73,44.25,33.0
74,44.26,33.5
75,44.27,33.8
76,44.29,34.0
77,44.3,34.2
78,44.31,34.3
79,44.33,34.4
80,44.34,34.5
81,44.35,34.5
82,44.36,33.8
83,44.37,34.3
84,44.38,34.7
85,44.39,35.0
86,44.4,35.1
87,44.42,35.5
88,44.43,35.5
89,44.44,35.4
90,44.45,35.5
91,44.47,35.7
92,44.48,35.8
93,44.49,35.8
94,44.51,35.7
95,44.53,35.7
96,44.56,35.8
97,44.59,35.9
98,44.63,35.9
99,44.68,35.9
100,44.72,35.8
101,44.79,35.8
102,44.88,35.9
103,44.94,36.0
104,45.01,36.1
105,45.09,36.3
106,45.15,36.5
107,45.21,36.5
108,45.28,36.4
109,45.32,36.4
110,45.38,36.6
111,45.43,36.7
112,45.47,36.9
113,45.52,37.2
114,45.56,37.5
115,45.6,37.8
116,45.64,38.0
117,45.68,38.2
118,45.73,38.4
119,45.77,38.6
120,45.8,38.8
121,45.85,39.0
122,45.9,39.2
123,45.92,39.3
124,45.96,39.6
125,46.0,39.7
126,46.03,39.9
127,46.06,40.1
128,46.09,40.2
129,46.11,40.5
130,46.14,40.6
131,46.16,40.8
132,46.18,41.0
133,46.2,41.1
134,46.21,41.2
135,46.22,41.3
136,46.23,41.4
137,46.24,41.6
138,46.25,41.7
