,angle,torque
0,14.74,19.4
1,14.76,19.8
2,14.79,20.2
3,14.81,20.6
4,14.83,21.1
5,14.87,21.8
6,14.91,22.8
7,14.94,24.0
8,14.96,24.7
9,14.98,25.1
10,15.0,25.8
11,15.02,26.1
12,15.04,26.6
13,15.05,27.0
14,15.07,27.5
15,15.09,28.3
16,15.11,29.2
17,15.13,29.6
18,15.16,30.7
19,15.19,31.6
20,15.22,32.9
21,15.24,33.5
22,15.27,34.4
23,15.29,35.4
24,15.31,35.8
25,15.33,36.5
26,15.35,37.3
27,15.37,38.1
28,15.39,38.7
29,15.42,39.8
30,15.44,40.5
31,15.46,41.5
32,15.48,42.4
33,15.5,43.6
34,15.52,44.4
35,15.54,45.1
36,15.55,45.6
37,15.57,46.6
38,15.59,47.4
39,15.61,48.2
40,15.63,49.4
41,15.65,49.9
42,15.67,50.8
43,15.69,51.7
44,15.71,52.4
45,15.73,53.1
46,15.75,53.8
47,15.77,54.4
48,15.79,55.5
49,15.8,56.2
50,15.82,57.4
51,15.84,58.3
52,15.86,59.7
53,15.88,60.2
54,15.9,61.1
55,15.92,62.3
56,15.94,63.2
57,15.96,65.0
58,15.98,66.1
59,16.0,67.9
60,16.02,69.0
61,16.04,69.8
62,16.06,70.9
63,16.08,71.9
64,16.1,72.7
65,16.12,74.9
66,16.14,76.0
67,16.16,77.2
68,16.18,79.2
69,16.2,80.9
70,16.22,82.2
71,16.24,83.1
72,16.26,84.2
73,16.29,85.5
74,16.31,86.4
75,16.33,87.2
76,16.35,87.8
77,16.37,88.8
78,16.39,89.5
79,16.41,90.6
80,16.43,91.2
81,16.46,90.7
82,16.49,90.2
83,16.53,88.4
84,16.61,87.1
85,16.75,86.5
86,16.85,86.3
87,16.98,86.2
88,17.1,86.4
89,17.19,86.5
90,17.22,86.3
91,17.24,85.2
92,17.27,87.0
93,17.3,88.4
