,angle,torque
0,15.49,19.1
1,15.51,20.0
2,15.53,20.4
3,15.55,21.0
4,15.57,21.7
5,15.6,22.6
6,15.64,23.7
7,15.67,25.0
8,15.71,26.4
9,15.73,27.3
10,15.76,28.7
11,15.79,29.5
12,15.8,30.3
13,15.82,31.2
14,15.84,31.5
15,15.87,32.6
16,15.88,33.3
17,15.9,33.9
18,15.92,35.1
19,15.94,35.7
20,15.96,36.6
21,15.98,37.1
22,16.0,38.1
23,16.02,39.0
24,16.04,40.0
25,16.06,40.8
26,16.08,41.6
27,16.1,43.1
28,16.12,44.6
29,16.14,45.6
30,16.16,46.6
31,16.18,47.4
32,16.2,48.4
33,16.22,49.4
34,16.24,50.2
35,16.26,51.3
36,16.28,52.2
37,16.3,53.5
38,16.32,54.6
39,16.34,56.0
40,16.36,57.4
41,16.38,58.5
42,16.4,59.4
43,16.42,60.6
44,16.45,61.8
45,16.47,63.1
46,16.49,64.4
47,16.51,65.2
48,16.53,66.3
49,16.55,67.0
50,16.57,68.2
51,16.59,69.6
52,16.61,70.3
53,16.64,71.8
54,16.66,72.9
55,16.68,74.0
56,16.71,75.5
57,16.73,76.8
58,16.75,77.8
59,16.77,79.0
60,16.79,80.0
61,16.81,81.6
62,16.83,82.9
63,16.85,84.0
64,16.87,85.0
65,16.89,86.4
66,16.91,88.1
67,16.93,89.8
68,16.95,90.8
69,16.97,92.1
70,16.99,93.2
71,17.02,93.8
72,17.04,93.4
73,17.06,92.7
74,17.11,92.0
75,17.18,91.2
76,17.25,91.0
77,17.3,90.9
78,17.35,91.0
79,17.38,91.0
80,17.4,91.0
81,17.43,91.4
