,angle,torque
0,13.31,9.2
1,13.36,10.0
2,13.41,10.6
3,13.48,12.0
4,13.54,13.0
5,13.58,13.7
6,13.63,14.5
7,13.68,15.6
8,13.71,15.9
9,13.73,16.5
10,13.75,16.8
11,13.78,17.2
12,13.8,17.5
13,13.83,18.1
14,13.87,18.6
15,13.91,19.3
16,13.96,20.2
17,14.01,21.5
18,14.03,21.8
19,14.06,22.6
20,14.09,23.2
21,14.11,23.6
22,14.13,24.2
23,14.16,24.6
24,14.18,25.2
25,14.21,25.8
26,14.23,26.2
27,14.26,26.9
28,14.28,27.2
29,14.31,27.9
30,14.33,28.3
31,14.36,29.0
32,14.39,29.8
33,14.41,30.3
34,14.43,30.7
35,14.45,31.1
36,14.46,31.5
37,14.5,32.5
38,14.53,33.6
39,14.55,34.1
40,14.58,34.6
41,14.6,35.3
42,14.62,35.8
43,14.65,36.2
44,14.68,36.2
45,14.72,35.9
46,14.78,35.8
47,14.88,36.0
48,14.95,36.2
49,15.03,36.7
50,15.11,36.9
51,15.16,37.3
52,15.23,37.5
53,15.28,37.8
54,15.32,38.0
55,15.34,37.4
56,15.36,38.4
57,15.38,39.0
58,15.4,39.4
59,15.43,39.7
60,15.45,39.9
61,15.47,39.9
62,15.5,40.0
63,15.52,40.2
64,15.55,40.3
65,15.57,40.5
66,15.6,40.6
67,15.62,40.7
68,15.64,40.8
69,15.66,41.0
70,15.68,41.1
71,15.71,41.4
72,15.73,41.7
73,15.76,42.0
74,15.79,42.2
75,15.82,42.2
76,15.86,42.3
77,15.9,42.3
78,15.93,42.4
79,15.96,42.5
80,15.98,42.7
81,16.0,42.8
82,16.02,42.9
83,16.04,43.0
84,16.06,43.5
85,16.08,43.9
86,16.1,44.4
87,16.12,44.5
88,16.14,44.6
89,16.16,44.7
90,16.2,44.9
91,16.22,45.0
92,16.25,45.0
93,16.28,45.1
94,16.31,45.1
95,16.33,45.2
96,16.36,45.3
97,16.38,45.5
98,16.41,45.6
99,16.43,45.7
100,16.46,45.9
101,16.48,46.1
102,16.5,46.3
103,16.52,46.5
104,16.54,46.8
105,16.56,47.0
106,16.59,47.3
107,16.61,47.5
108,16.63,47.7
109,16.65,47.9
110,16.67,48.0
111,16.69,48.0
112,16.71,48.1
113,16.73,48.1
114,16.75,48.2
115,16.77,48.3
116,16.79,48.4
117,16.81,48.6
118,16.83,48.7
119,16.85,48.8
120,16.87,49.1
121,16.89,49.3
122,16.91,49.5
123,16.94,49.8
124,16.97,50.1
125,16.99,50.2
126,17.02,50.3
127,17.06,50.4
128,17.08,50.4
129,17.12,50.5
130,17.14,50.5
131,17.17,50.6
132,17.19,50.7
133,17.21,50.8
134,17.23,50.9
135,17.25,51.0
136,17.28,51.2
137,17.31,51.4
138,17.33,51.5
139,17.35,51.7
140,17.37,51.8
141,17.39,51.9
142,17.42,52.1
143,17.44,52.3
144,17.46,52.4
145,17.48,52.6
146,17.5,52.8
147,17.52,53.0
148,17.55,53.5
149,17.57,53.9
