,angle,torque
0,56.0,11.4
1,56.02,11.9
2,56.04,12.4
3,56.06,13.0
4,56.09,13.6
5,56.11,14.0
6,56.12,14.6
7,56.14,15.1
8,56.17,16.0
9,56.21,16.7
10,56.26,18.0
11,56.28,18.9
12,56.31,19.7
13,56.34,20.9
14,56.37,21.6
15,56.39,22.5
16,56.41,23.1
17,56.43,23.8
18,56.44,24.4
19,56.47,24.9
20,56.49,25.9
21,56.53,26.9
22,56.54,27.5
23,56.56,28.0
24,56.57,28.6
25,56.59,29.0
26,56.6,29.7
27,56.63,30.3
28,56.65,31.2
29,56.67,31.9
30,56.69,32.4
31,56.71,33.1
32,56.74,33.8
33,56.75,34.2
34,56.77,34.8
35,56.79,35.6
36,56.81,36.2
37,56.83,36.8
38,56.85,37.5
39,56.87,38.0
40,56.88,38.4
41,56.89,38.9
42,56.9,39.2
43,56.92,39.7
44,56.93,40.2
45,56.95,41.0
46,56.96,41.3
47,56.98,41.7
48,56.99,42.2
49,57.01,43.0
50,57.05,44.1
51,57.07,44.7
52,57.1,45.5
53,57.11,46.0
54,57.14,46.6
55,57.16,47.4
56,57.18,48.3
57,57.2,49.1
58,57.22,49.6
59,57.24,50.3
60,57.25,50.5
61,57.26,51.0
62,57.27,51.4
63,57.28,51.7
64,57.29,51.9
65,57.3,52.2
66,57.34,50.0
67,57.4,47.9
68,57.5,47.5
69,57.61,47.8
70,57.73,48.1
71,57.83,48.5
72,57.89,48.9
73,57.95,49.4
74,57.97,49.5
75,57.99,49.4
76,58.0,49.4
77,58.01,49.7
78,58.03,50.3
79,58.05,51.0
80,58.08,51.5
81,58.12,51.9
82,58.17,52.4
83,58.26,52.8
84,58.32,53.0
85,58.37,53.2
86,58.42,53.5
87,58.48,53.7
88,58.5,54.0
89,58.53,54.2
90,58.55,54.4
91,58.57,54.5
92,58.58,54.7
93,58.6,54.9
94,58.62,55.3
95,58.64,55.6
96,58.67,56.1
97,58.7,56.5
98,58.74,56.7
99,58.78,56.9
100,58.83,57.0
101,58.87,57.0
102,58.92,57.2
103,58.99,57.3
104,59.02,57.4
105,59.07,57.6
106,59.11,57.8
107,59.15,58.2
108,59.2,58.3
109,59.23,58.6
110,59.27,58.8
111,59.32,59.2
112,59.36,59.5
113,59.41,59.8
114,59.45,60.0
115,59.48,60.3
116,59.53,60.5
117,59.59,60.7
118,59.64,60.9
119,59.69,61.0
120,59.76,61.4
121,59.8,61.7
122,59.84,61.9
123,59.89,62.1
124,59.92,62.4
125,59.96,62.7
126,59.99,62.9
127,60.02,63.1
128,60.06,63.4
129,60.09,63.6
130,60.13,63.9
131,60.16,64.1
132,60.19,64.1
133,60.22,64.2
134,60.24,64.4
135,60.26,64.6
136,60.28,64.7
137,60.29,64.6
138,60.3,64.5
139,60.31,64.6
140,60.32,64.8
141,60.33,65.2
142,60.34,65.3
