,angle,torque
0,73.39,15.8
1,73.4,16.2
2,73.42,16.6
3,73.44,17.1
4,73.46,17.5
5,73.48,17.9
6,73.5,18.6
7,73.52,19.0
8,73.53,19.6
9,73.57,20.2
10,73.58,20.8
11,73.61,21.3
12,73.63,22.2
13,73.65,22.6
14,73.67,23.4
15,73.69,23.7
16,73.7,24.2
17,73.72,24.6
18,73.74,25.1
19,73.75,25.6
20,73.76,26.0
21,73.78,26.4
22,73.8,26.9
23,73.82,27.6
24,73.84,28.3
25,73.86,28.8
26,73.87,29.3
27,73.88,29.7
28,73.89,30.1
29,73.91,30.5
30,73.93,31.1
31,73.95,31.7
32,73.97,32.6
33,73.99,33.2
34,74.01,33.8
35,74.02,34.2
36,74.03,34.7
37,74.04,35.1
38,74.05,35.4
39,74.06,35.8
40,74.07,36.1
41,74.08,36.5
42,74.09,36.9
43,74.11,37.3
44,74.12,37.8
45,74.13,38.1
46,74.14,38.5
47,74.15,38.9
48,74.17,39.3
49,74.18,39.9
50,74.19,40.2
51,74.2,40.6
52,74.21,40.8
53,74.22,41.5
54,74.23,41.7
55,74.24,42.1
56,74.25,42.4
57,74.26,42.7
58,74.27,42.9
59,74.28,43.2
60,74.29,43.7
61,74.3,44.0
62,74.31,44.4
63,74.32,44.7
64,74.33,45.0
65,74.34,45.4
66,74.35,45.7
67,74.36,46.0
68,74.37,46.4
69,74.38,47.0
70,74.39,47.1
71,74.4,47.5
72,74.41,48.0
73,74.42,48.3
74,74.43,48.7
75,74.44,49.0
76,74.45,49.2
77,74.46,49.6
78,74.47,49.8
79,74.48,50.3
80,74.49,50.7
81,74.5,51.0
82,74.51,51.6
83,74.52,51.9
84,74.53,52.3
85,74.54,53.4
86,74.55,54.7
87,74.56,55.3
88,74.57,55.8
89,74.59,56.4
90,74.6,57.0
91,74.61,57.5
92,74.62,57.7
93,74.63,57.9
94,74.64,58.0
95,74.65,58.6
96,74.66,59.1
97,74.67,59.6
98,74.68,60.0
99,74.69,60.5
100,74.7,61.0
101,74.71,61.2
102,74.72,61.6
103,74.73,62.1
104,74.74,62.3
105,74.75,62.4
106,74.76,62.6
107,74.77,63.4
108,74.78,63.8
109,74.79,64.6
110,74.8,65.2
111,74.81,65.4
112,74.86,62.4
113,74.93,58.6
114,75.05,59.2
115,75.24,59.9
116,75.36,60.5
117,75.43,60.9
118,75.51,61.1
119,75.52,60.9
120,75.53,59.3
121,75.56,61.2
122,75.59,62.6
123,75.62,63.3
124,75.64,63.4
125,75.66,63.5
126,75.68,63.8
127,75.7,63.9
128,75.71,64.2
129,75.73,64.2
130,75.74,64.3
131,75.75,64.5
132,75.77,65.0
133,75.8,65.6
134,75.81,65.8
135,75.84,66.2
136,75.87,66.3
137,75.89,66.4
138,75.91,66.7
139,75.94,66.8
140,75.97,66.9
141,75.99,66.9
142,76.01,67.1
143,76.04,67.4
144,76.07,67.8
145,76.09,67.9
146,76.11,67.9
147,76.13,67.9
148,76.14,68.0
149,76.16,68.3
150,76.19,68.8
151,76.2,69.2
152,76.23,69.3
153,76.25,69.2
154,76.26,69.2
155,76.29,69.4
156,76.3,69.7
157,76.31,69.8
158,76.32,69.7
159,76.33,69.6
160,76.34,69.7
161,76.35,70.0
162,76.37,70.5
163,76.38,70.8
164,76.39,70.8
165,76.4,70.9
166,76.42,71.2
167,76.43,71.6
168,76.44,71.5
169,76.45,71.3
170,76.46,71.3
171,76.47,71.6
172,76.49,72.0
173,76.5,72.2
174,76.51,72.3
175,76.53,72.8
176,76.55,73.1
177,76.56,73.1
178,76.57,72.2
179,76.58,72.6
