,angle,torque
0,11.53,8.4
1,11.55,8.8
2,11.57,9.1
3,11.59,9.5
4,11.61,9.9
5,11.64,10.4
6,11.67,11.2
7,11.69,11.8
8,11.72,12.3
9,11.82,14.6
10,11.84,15.1
11,11.86,15.5
12,11.88,16.1
13,11.9,16.3
14,11.92,17.0
15,11.94,17.2
16,11.96,17.8
17,11.98,18.1
18,12.01,18.7
19,12.03,19.2
20,12.05,19.8
21,12.07,20.0
22,12.09,20.4
23,12.11,20.8
24,12.13,21.4
25,12.15,21.9
26,12.17,22.4
27,12.19,22.9
28,12.21,23.2
29,12.23,23.6
30,12.25,24.4
31,12.27,24.9
32,12.29,25.3
33,12.3,25.9
34,12.32,26.7
35,12.34,27.3
36,12.36,27.5
37,12.38,28.1
38,12.41,28.8
39,12.43,29.5
40,12.45,29.9
41,12.46,30.1
42,12.48,30.7
43,12.5,31.3
44,12.52,32.1
45,12.54,32.8
46,12.55,33.2
47,12.57,33.7
48,12.59,34.1
49,12.61,34.7
50,12.63,35.1
51,12.65,36.1
52,12.67,36.8
53,12.69,37.4
54,12.71,37.8
55,12.73,38.5
56,12.75,38.8
57,12.77,39.7
58,12.8,40.3
59,12.82,41.1
60,12.84,41.4
61,12.86,41.9
62,12.88,42.6
63,12.9,43.0
64,12.92,43.8
65,12.95,44.3
66,12.96,44.5
67,12.98,44.2
68,13.01,43.4
69,13.06,43.0
70,13.13,42.7
71,13.22,42.6
72,13.34,42.8
73,13.41,43.1
74,13.5,43.5
75,13.56,44.3
76,13.58,44.4
77,13.6,45.5
78,13.62,46.1
79,13.63,46.8
80,13.65,47.5
81,13.67,48.2
82,13.69,48.6
83,13.71,48.9
84,13.73,48.8
85,13.75,49.6
86,13.77,50.2
87,13.79,50.8
88,13.8,51.0
89,13.82,50.8
90,13.84,50.2
91,13.89,49.3
92,13.95,49.0
93,14.03,48.8
94,14.11,48.8
95,14.22,49.1
96,14.25,49.4
97,14.31,49.8
98,14.34,50.2
99,14.36,50.7
100,14.39,52.1
101,14.41,52.8
102,14.43,53.4
103,14.45,53.8
104,14.46,53.9
105,14.48,54.7
106,14.5,55.0
107,14.53,55.7
108,14.56,55.4
109,14.6,54.5
110,14.65,54.2
111,14.71,54.0
112,14.76,53.9
113,14.83,54.0
114,14.92,54.4
115,14.97,54.8
116,15.0,55.3
117,15.02,55.6
118,15.04,56.1
119,15.05,56.3
120,15.07,57.2
121,15.1,58.6
122,15.12,59.0
123,15.13,59.2
124,15.15,59.4
125,15.17,59.5
126,15.2,59.8
127,15.22,60.0
128,15.25,60.6
129,15.27,60.9
130,15.29,61.0
131,15.3,61.2
132,15.32,61.3
133,15.34,62.2
134,15.36,62.8
135,15.38,63.5
