,angle,torque
0,13.03,9.2
1,13.04,9.5
2,13.1,10.4
3,13.14,11.2
4,13.16,11.4
5,13.18,11.8
6,13.2,12.2
7,13.22,12.4
8,13.25,12.9
9,13.27,13.4
10,13.3,13.9
11,13.46,17.6
12,13.5,18.4
13,13.52,19.0
14,13.55,19.9
15,13.59,21.1
16,13.62,21.9
17,13.66,22.8
18,13.69,24.1
19,13.73,24.8
20,13.76,26.2
21,13.8,27.4
22,13.82,28.4
23,13.86,29.2
24,13.88,29.8
25,13.9,30.7
26,13.92,31.1
27,13.94,31.8
28,13.97,32.7
29,13.99,33.3
30,14.01,34.2
31,14.04,35.1
32,14.06,35.8
33,14.09,36.5
34,14.12,37.3
35,14.15,38.4
36,14.17,39.1
37,14.21,40.2
38,14.22,40.8
39,14.24,41.6
40,14.25,42.0
41,14.28,42.9
42,14.3,43.5
43,14.33,44.5
44,14.34,45.0
45,14.37,45.8
46,14.38,46.4
47,14.4,47.1
48,14.41,47.7
49,14.42,48.1
50,14.44,48.7
51,14.46,49.3
52,14.47,49.9
53,14.49,50.4
54,14.51,51.2
55,14.52,51.6
56,14.54,52.1
57,14.55,52.4
58,14.56,52.6
59,14.57,53.1
60,14.58,53.6
61,14.6,54.3
62,14.62,54.8
63,14.63,55.2
64,14.64,55.5
65,14.65,56.0
66,14.66,56.4
67,14.67,57.0
68,14.68,57.2
69,14.69,57.6
70,14.7,57.8
71,14.71,58.4
72,14.72,58.6
73,14.74,59.1
74,14.75,59.4
75,14.76,59.8
76,14.77,60.3
77,14.78,60.4
78,14.79,60.9
79,14.8,61.4
80,14.82,61.9
81,14.83,62.2
82,14.84,62.7
83,14.85,63.0
84,14.86,63.3
85,14.87,63.7
86,14.88,64.2
87,14.89,64.5
88,14.9,64.9
89,14.91,65.2
90,14.93,65.6
91,14.94,66.3
92,14.95,66.7
93,14.96,67.2
94,14.97,67.5
95,14.98,67.7
96,14.99,67.9
97,15.0,68.4
98,15.01,68.7
99,15.02,69.2
100,15.04,69.6
101,15.05,70.0
102,15.06,70.3
103,15.07,70.5
104,15.08,71.0
105,15.09,71.6
106,15.1,71.9
107,15.11,72.3
108,15.12,72.5
109,15.13,72.8
110,15.14,73.1
111,15.15,73.5
112,15.16,74.0
113,15.17,74.2
114,15.18,74.5
115,15.19,74.6
116,15.2,75.7
117,15.21,75.9
118,15.22,76.4
119,15.24,77.3
120,15.25,78.0
121,15.26,78.4
122,15.28,78.7
123,15.29,78.8
124,15.32,78.4
125,15.36,77.7
126,15.4,77.4
127,15.45,77.4
128,15.5,77.4
129,15.55,77.5
130,15.59,77.4
131,15.61,77.2
132,15.63,76.8
133,15.65,76.9
134,15.67,77.2
135,15.69,77.9
136,15.72,78.3
137,15.74,78.8
138,15.77,79.0
139,15.78,79.0
140,15.81,79.1
141,15.83,79.3
142,15.86,79.7
143,15.88,79.9
144,15.91,80.3
145,15.93,80.3
146,15.96,80.5
147,15.99,80.7
148,16.03,81.2
149,16.06,81.4
150,16.1,81.4
151,16.12,81.4
152,16.16,81.6
153,16.2,81.9
154,16.23,82.3
155,16.27,82.5
156,16.3,82.6
157,16.33,82.7
158,16.37,83.0
159,16.41,83.4
160,16.46,83.7
161,16.51,84.0
162,16.56,84.0
163,16.6,84.1
164,16.63,84.2
165,16.7,84.6
166,16.74,84.9
167,16.77,85.0
168,16.79,85.1
169,16.82,85.1
170,16.85,85.2
171,16.87,85.6
172,16.9,85.9
173,16.91,86.0
174,16.92,86.0
175,16.94,85.9
176,16.95,85.9
177,16.96,86.0
178,16.97,86.0
179,16.98,86.3
