,angle,torque
0,82.8,12.6
1,82.83,12.9
2,82.86,13.7
3,82.9,14.4
4,82.92,15.1
5,82.95,15.7
6,83.04,17.8
7,83.05,18.2
8,83.06,18.4
9,83.08,18.7
10,83.09,19.2
11,83.11,19.6
12,83.14,20.0
13,83.16,20.7
14,83.18,21.2
15,83.19,21.6
16,83.2,21.8
17,83.21,22.1
18,83.22,22.4
19,83.23,22.8
20,83.24,23.1
21,83.26,23.4
22,83.27,23.6
23,83.28,23.8
24,83.29,23.9
25,83.3,24.1
26,83.31,24.6
27,83.33,25.0
28,83.35,25.6
29,83.37,26.1
30,83.41,27.0
31,83.43,27.6
32,83.46,28.2
33,83.47,28.9
34,83.49,29.4
35,83.5,29.8
36,83.51,29.9
37,83.52,30.1
38,83.53,30.4
39,83.54,30.9
40,83.56,31.3
41,83.58,31.9
42,83.59,32.3
43,83.6,32.8
44,83.62,33.1
45,83.63,33.6
46,83.64,34.0
47,83.65,34.4
48,83.66,34.7
49,83.68,35.0
50,83.69,35.3
51,83.7,35.6
52,83.71,36.0
53,83.72,36.3
54,83.73,36.7
55,83.74,37.0
56,83.75,37.3
57,83.76,37.7
58,83.77,37.9
59,83.78,38.2
60,83.8,38.7
61,83.81,39.1
62,83.82,39.6
63,83.83,39.8
64,83.84,39.9
65,83.85,39.8
66,83.86,40.7
67,83.87,40.0
68,83.89,41.0
69,83.9,41.7
70,83.92,42.3
71,83.93,43.0
72,83.94,43.2
73,83.95,43.4
74,83.96,43.8
75,83.97,44.3
76,83.98,44.5
77,83.99,45.0
78,84.01,45.5
79,84.02,45.8
80,84.03,46.3
81,84.05,46.8
82,84.07,47.5
83,84.08,47.9
84,84.09,48.2
85,84.1,48.6
86,84.11,49.1
87,84.12,49.4
88,84.14,49.9
89,84.15,50.3
90,84.17,50.8
91,84.19,51.6
92,84.21,52.2
93,84.23,53.0
94,84.25,53.6
95,84.27,54.4
96,84.29,55.1
97,84.31,55.8
98,84.34,56.4
99,84.36,57.0
100,84.38,57.6
101,84.39,57.9
102,84.4,57.5
103,84.43,56.6
104,84.48,55.6
105,84.54,55.4
106,84.61,55.3
107,84.69,55.2
108,84.76,55.3
109,84.81,55.5
110,84.86,55.7
111,84.89,55.9
112,84.91,56.0
113,84.92,56.0
114,84.93,56.0
115,84.94,56.2
116,84.95,56.6
117,84.96,56.9
118,84.98,57.4
119,84.99,57.7
120,85.01,58.1
121,85.03,58.3
122,85.05,58.5
123,85.08,58.7
124,85.1,58.8
125,85.12,59.0
126,85.14,59.2
127,85.16,59.3
128,85.18,59.5
129,85.2,59.7
130,85.22,59.9
131,85.24,60.2
132,85.26,60.3
133,85.28,60.4
134,85.3,60.5
135,85.32,60.7
136,85.34,60.9
137,85.37,61.2
138,85.39,61.4
139,85.42,61.5
140,85.44,61.6
141,85.47,61.7
142,85.5,61.9
143,85.53,62.1
144,85.57,62.3
145,85.6,62.4
146,85.63,62.5
147,85.66,62.6
148,85.69,62.7
149,85.72,62.8
150,85.74,63.0
151,85.76,63.1
152,85.78,63.1
153,85.81,63.0
154,85.83,63.1
155,85.85,63.2
156,85.88,63.2
157,85.93,63.2
158,85.97,63.0
159,86.01,63.0
160,86.06,63.0
161,86.1,63.1
162,86.15,63.2
163,86.2,63.3
164,86.24,63.4
165,86.27,63.5
166,86.29,63.8
167,86.33,64.1
168,86.35,64.3
169,86.38,64.6
170,86.41,64.8
171,86.44,65.0
172,86.47,65.4
173,86.5,65.7
174,86.54,65.8
175,86.57,65.9
176,86.61,66.0
177,86.64,66.1
178,86.68,66.3
179,86.74,66.4
180,86.76,66.5
181,86.81,66.7
182,86.83,66.8
183,86.87,67.1
184,86.88,67.2
185,86.9,67.2
186,86.91,67.2
187,86.92,67.3
188,86.93,67.4
