,angle,torque
0,53.32,9.4
1,53.37,10.2
2,53.41,10.4
3,53.54,11.3
4,53.55,11.4
5,53.59,11.9
6,53.63,12.3
7,53.68,13.1
8,53.73,14.0
9,53.79,14.9
10,53.85,15.7
11,53.9,16.9
12,53.93,17.6
13,53.95,18.3
14,53.97,18.5
15,53.98,18.6
16,53.99,19.2
17,54.01,19.5
18,54.02,19.9
19,54.04,20.3
20,54.06,20.8
21,54.08,21.3
22,54.09,21.6
23,54.12,22.2
24,54.13,22.6
25,54.15,23.1
26,54.16,23.4
27,54.17,23.8
28,54.19,24.1
29,54.21,24.9
30,54.22,25.2
31,54.23,25.5
32,54.24,25.8
33,54.25,26.1
34,54.26,26.4
35,54.27,26.9
36,54.28,27.2
37,54.29,27.5
38,54.3,28.3
39,54.31,28.8
40,54.32,29.0
41,54.33,29.8
42,54.34,31.1
43,54.35,31.8
44,54.36,32.2
45,54.37,32.6
46,54.38,33.1
47,54.39,33.3
48,54.4,33.6
49,54.41,34.0
50,54.42,34.2
51,54.44,34.8
52,54.45,35.2
53,54.48,36.1
54,54.5,36.6
55,54.52,36.3
56,54.57,35.1
57,54.63,34.6
58,54.7,34.5
59,54.79,34.5
60,54.89,34.6
61,54.99,34.9
62,55.06,35.1
63,55.15,35.5
64,55.22,35.8
65,55.3,36.1
66,55.34,36.4
67,55.37,36.7
68,55.42,37.1
69,55.44,37.3
70,55.47,37.5
71,55.49,37.9
72,55.52,38.2
73,55.56,38.5
74,55.6,38.7
75,55.65,38.9
76,55.7,39.2
77,55.76,39.4
78,55.8,39.5
79,55.86,39.8
80,55.92,40.0
81,55.97,40.2
82,56.02,40.4
83,56.07,40.7
84,56.11,40.8
85,56.15,41.1
86,56.19,41.3
87,56.22,41.5
88,56.24,41.7
89,56.27,41.9
90,56.3,42.1
91,56.33,42.3
92,56.37,42.5
93,56.39,42.6
94,56.42,42.5
95,56.46,42.2
96,56.5,42.0
97,56.54,42.0
98,56.59,42.0
99,56.63,42.1
100,56.68,42.2
101,56.72,42.4
102,56.76,42.5
103,56.81,42.7
104,56.84,42.8
105,56.87,43.0
106,56.89,43.2
107,56.91,43.3
108,56.93,43.5
109,56.95,43.7
110,56.96,43.9
111,56.98,44.1
112,56.99,44.3
113,57.01,44.5
114,57.02,44.7
115,57.03,44.8
116,57.05,45.0
117,57.06,45.0
118,57.07,45.0
119,57.08,45.2
