,angle,torque
0,6.24,8.7
1,6.27,8.7
2,6.3,9.5
3,6.33,10.5
4,6.41,12.8
5,6.42,13.1
6,6.43,13.3
7,6.44,13.7
8,6.46,14.0
9,6.47,14.5
10,6.49,14.9
11,6.5,15.3
12,6.52,15.7
13,6.53,15.9
14,6.54,16.4
15,6.55,16.5
16,6.56,16.7
17,6.57,17.3
18,6.58,17.4
19,6.59,17.8
20,6.61,18.2
21,6.62,18.5
22,6.63,18.8
23,6.64,19.0
24,6.65,19.4
25,6.66,19.7
26,6.67,20.0
27,6.68,20.3
28,6.69,20.6
29,6.7,20.8
30,6.71,21.2
31,6.72,21.6
32,6.74,22.0
33,6.75,22.3
34,6.76,22.9
35,6.77,23.3
36,6.78,23.5
37,6.79,23.7
38,6.8,24.1
39,6.82,24.4
40,6.83,24.7
41,6.84,25.0
42,6.85,25.5
43,6.86,25.7
44,6.87,25.9
45,6.88,26.3
46,6.89,26.7
47,6.9,27.0
48,6.91,27.3
49,6.92,27.6
50,6.93,28.0
51,6.94,28.5
52,6.95,28.7
53,6.97,29.2
54,6.98,29.6
55,6.99,30.1
56,7.0,30.3
57,7.01,30.3
58,7.02,31.5
59,7.03,31.8
60,7.04,32.2
61,7.05,33.1
62,7.06,33.4
63,7.07,33.8
64,7.08,34.4
65,7.1,35.0
66,7.11,35.3
67,7.12,35.6
68,7.13,35.9
69,7.14,36.2
70,7.15,36.5
71,7.16,37.0
72,7.17,37.3
73,7.18,37.7
74,7.19,38.1
75,7.2,38.2
76,7.21,38.5
77,7.22,38.5
78,7.24,38.5
79,7.25,38.5
80,7.26,38.4
81,7.28,38.4
82,7.29,38.3
83,7.32,38.3
84,7.34,38.3
85,7.36,38.2
86,7.38,38.2
87,7.4,38.3
88,7.42,38.3
89,7.44,38.2
90,7.45,38.2
91,7.46,38.2
92,7.47,38.2
93,7.48,38.5
94,7.49,38.8
95,7.5,39.1
96,7.51,39.2
97,7.53,39.3
98,7.54,39.4
99,7.55,39.5
100,7.56,39.6
101,7.57,39.7
102,7.58,39.6
103,7.59,39.6
104,7.6,39.6
105,7.61,39.7
106,7.62,39.8
107,7.63,39.8
108,7.64,39.8
109,7.65,39.8
110,7.66,40.1
111,7.67,40.3
112,7.68,40.6
113,7.69,41.0
114,7.7,41.4
115,7.71,41.6
116,7.72,41.6
117,7.73,42.3
118,7.74,42.3
119,7.75,42.3
120,7.77,42.2
121,7.78,42.1
122,7.8,42.1
123,7.81,42.0
124,7.83,42.0
125,7.84,41.9
126,7.86,41.9
127,7.87,41.9
128,7.89,41.9
129,7.9,42.0
130,7.91,42.0
131,7.92,42.0
132,7.93,42.0
133,7.94,42.0
134,7.95,42.1
135,7.96,42.2
136,7.97,42.3
137,7.98,42.5
138,7.99,42.6
139,8.0,42.7
140,8.01,43.0
141,8.03,43.1
142,8.04,43.2
143,8.05,43.3
144,8.06,43.3
145,8.07,43.4
146,8.08,43.5
147,8.09,43.5
148,8.1,43.5
149,8.11,43.5
150,8.12,43.6
151,8.13,43.6
152,8.14,43.7
153,8.15,43.8
154,8.16,44.0
155,8.17,44.2
156,8.18,44.1
157,8.19,44.5
158,8.2,44.9
159,8.21,45.5
160,8.22,45.8
161,8.23,46.3
162,8.24,46.4
163,8.25,46.1
164,8.26,46.4
165,8.27,46.2
166,8.28,47.0
167,8.29,47.3
168,8.3,47.4
169,8.31,47.4
170,8.32,47.3
171,8.34,47.4
172,8.35,47.4
173,8.36,47.3
174,8.38,47.0
175,8.39,46.9
176,8.41,46.9
177,8.42,46.9
178,8.44,47.0
179,8.45,47.0
180,8.46,47.1
181,8.48,47.1
182,8.49,47.1
183,8.5,47.2
184,8.52,47.3
185,8.53,47.4
186,8.54,47.4
187,8.56,47.5
188,8.58,47.5
189,8.59,47.6
190,8.61,47.8
191,8.62,47.8
192,8.64,47.8
193,8.65,47.8
194,8.67,47.9
195,8.68,48.0
196,8.7,48.1
197,8.72,48.2
198,8.73,48.2
199,8.74,48.3
200,8.77,48.4
201,8.78,48.5
202,8.79,48.6
203,8.81,48.6
204,8.82,48.6
205,8.83,48.6
206,8.85,48.8
207,8.86,48.9
208,8.87,49.1
209,8.89,49.1
210,8.9,49.2
211,8.92,49.4
212,8.93,49.5
213,8.94,49.6
214,8.96,49.7
215,8.97,49.6
216,8.98,49.6
217,8.99,49.6
218,9.0,49.7
219,9.01,49.9
220,9.02,50.0
221,9.03,50.0
222,9.04,50.0
223,9.05,50.0
224,9.06,50.0
225,9.07,50.3
226,9.08,50.4
227,9.09,50.9
228,9.1,51.1
229,9.11,51.6
230,9.12,51.7
231,9.13,51.7
232,9.14,51.8
233,9.15,52.0
234,9.16,52.0
235,9.17,52.1
236,9.18,52.1
237,9.19,52.2
238,9.2,52.3
239,9.21,52.4
240,9.22,52.5
241,9.23,52.5
242,9.24,52.6
243,9.25,52.6
244,9.26,52.5
245,9.28,52.5
246,9.3,52.5
247,9.32,52.5
248,9.33,52.5
249,9.35,52.5
250,9.37,52.5
251,9.39,52.5
252,9.4,52.4
253,9.41,52.4
254,9.43,52.4
255,9.44,52.5
256,9.45,52.7
257,9.46,52.7
258,9.47,52.8
259,9.48,52.8
260,9.49,52.9
261,9.5,53.0
262,9.51,53.1
263,9.52,53.3
264,9.53,53.3
265,9.54,53.4
266,9.55,53.5
267,9.56,53.6
268,9.57,53.8
269,9.58,53.9
270,9.59,54.1
271,9.6,53.9
272,9.61,54.0
273,18.46,0.0
