,angle,torque
0,18.7,10.6
1,18.74,11.4
2,18.76,12.0
3,18.79,12.4
4,18.8,12.9
5,18.81,13.1
6,18.82,13.3
7,18.83,13.5
8,18.85,13.9
9,18.87,14.3
10,18.89,14.9
11,18.92,15.4
12,18.95,15.9
13,18.98,16.6
14,19.0,17.1
15,19.1,19.7
16,19.12,20.0
17,19.13,20.2
18,19.14,20.6
19,19.16,20.8
20,19.17,21.3
21,19.18,21.7
22,19.19,21.9
23,19.21,22.2
24,19.22,22.7
25,19.24,23.1
26,19.25,23.3
27,19.26,23.6
28,19.27,24.1
29,19.28,24.3
30,19.29,24.5
31,19.3,24.8
32,19.31,25.0
33,19.32,25.4
34,19.33,25.7
35,19.34,25.9
36,19.36,26.5
37,19.37,27.0
38,19.38,27.3
39,19.39,27.5
40,19.4,28.0
41,19.41,28.5
42,19.42,29.3
43,19.43,29.6
44,19.44,30.0
45,19.45,30.2
46,19.46,30.6
47,19.47,31.2
48,19.48,31.5
49,19.49,32.0
50,19.51,32.4
51,19.52,32.9
52,19.53,33.2
53,19.54,33.9
54,19.55,34.2
55,19.56,34.6
56,19.58,35.2
57,19.6,35.9
58,19.61,36.3
59,19.62,36.8
60,19.63,37.2
61,19.64,37.7
62,19.65,38.4
63,19.66,39.3
64,19.67,40.0
65,19.68,40.5
66,19.69,41.1
67,19.7,41.8
68,19.71,42.4
69,19.72,42.6
70,19.73,43.2
71,19.74,43.6
72,19.75,44.2
73,19.76,44.5
74,19.77,45.8
75,19.78,46.7
76,19.79,47.3
77,19.8,47.4
